DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,mu_tf,d_tf_mpc,d_catalog_mpc
*,644,UGC00076,83,4,4580,190,13,16.068,0.076,16.89,15.3,15.5,0.2,0.23,0.24,0.79,0.2,0.38,0.1,0.01,0.0,0.89,0.43,0.02,5,5,2,1,LEDA     644,LEDA,2.20518,24.54011,ivo://CDS.VizieR/J/ApJ/902/145:table1:72,4828,4237,1.011,33.81,0.28,33.81,0.27,0.56,33.81,0.28,0.58,33.82,0.29,0.58,33.78,0.31,0.65,2.278753600952829,-18.310000000000002,-18.86280559599429,34.36280559599429,74.56948078818532,57.80960474057187
*,650,NGC0013,80,3,4828,442,5,15.877,0.076,15.05,12.76,12.24,0.45,0.35,0.42,0.92,0.15,0.51,0.09,0.05,0.01,1.22,0.68,0.07,5,5,1,1,LEDA     650,LEDA,2.19881,33.43333,ivo://CDS.VizieR/J/ApJ/902/145:table1:73,5097,4505,1.012,33.67,0.13,33.66,0.12,0.35,33.67,0.13,0.39,33.67,0.13,0.4,33.91,0.11,0.48,2.645422269349092,-21.43,-21.89082487649324,34.13082487649324,67.01391265962263,54.20008904016244
*,657,PGC000657,57,4,10892,290,19,17.101,0.076,16.85,15.09,14.64,0.14,0.14,0.17,0.33,0.06,0.19,0.03,0.02,0.0,1.24,0.71,0.07,4,5,1,1,LEDA     657,LEDA,2.269,10.5655,ivo://CDS.VizieR/J/ApJ/902/145:table1:75,11095,10533,1.028,35.9,0.31,35.9,0.3,0.36,35.89,0.31,0.39,35.89,0.31,0.4,35.78,0.34,0.52,2.462397997898956,-21.259999999999998,-20.37937579311709,35.01937579311709,100.89628100631626,151.3561248436207
*,658,UGC00081,90,1,6691,469,7,15.637,0.076,17.03,14.17,12.97,0.35,0.35,0.26,1.78,0.01,1.1,0.02,0.06,0.0,1.22,0.68,0.07,5,4,1,1,LEDA     658,LEDA,2.26755,10.91892,ivo://CDS.VizieR/J/ApJ/902/145:table1:76,6895,6332,1.017,34.54,0.12,34.53,0.12,0.35,34.54,0.12,0.39,34.54,0.12,0.4,34.81,0.11,0.48,2.6711728427150834,-21.57,-22.10347798638988,35.07347798638988,103.44168761144458,80.90958991783822
*,676,UGC00085,71,3,5157,262,16,15.295,0.076,,,13.71,,,0.26,,,,,0.03,0.0,1.18,0.68,0.06,0,5,0,1,LEDA     676,LEDA,2.36944,47.3558,ivo://CDS.VizieR/J/ApJ/902/145:table1:77,5446,4882,1.013,33.7,0.28,,,,,,,,,,33.7,0.28,0.58,2.4183012913197452,-19.990000000000002,-20.01521684189726,33.725216841897264,55.59597722989194,54.954087385762534
*,690,NGC0022,53,4,8322,353,5,15.774,0.076,15.52,13.4,12.95,0.36,0.29,0.31,0.27,0.05,0.15,0.03,0.01,0.0,1.22,0.68,0.07,5,5,2,1,LEDA     690,LEDA,2.45084,27.83226,ivo://CDS.VizieR/J/ApJ/902/145:table1:78,8578,7986,1.021,34.78,0.23,34.77,0.22,0.35,34.78,0.23,0.39,34.78,0.23,0.4,34.74,0.24,0.48,2.5477747053878224,-21.830000000000002,-21.08443280688522,34.03443280688522,64.10421131804858,90.36494737223019
*,701,NGC24,81,3,554,202,10,13.083,0.076,,,11.3,,,1.03,,,,,0.02,0.0,1.04,0.56,0.04,0,5,0,1,LEDA     701,LEDA,2.48559,-24.96313,ivo://CDS.VizieR/J/ApJ/902/145:table1:80,595,250,1.001,29.79,0.22,,,,,,,,,,29.79,0.22,0.64,2.305351369446624,-18.49,-19.082455003645396,30.382455003645397,11.925895532515138,9.078205301781855
*,705,PGC000705,68,4,6839,235,15,16.949,0.076,16.87,15.06,14.85,0.09,0.09,0.12,0.52,0.09,0.31,0.05,0.03,0.0,1.23,0.71,0.07,5,5,2,0,LEDA     705,LEDA,2.49877,29.91014,ivo://CDS.VizieR/J/ApJ/902/145:table1:82,7100,6507,1.017,34.69,0.27,34.7,0.26,0.51,34.69,0.27,0.51,34.68,0.28,0.51,34.58,0.29,0.61,2.3710678622717363,-19.839999999999996,-19.625154242692894,34.475154242692895,78.529141296579,86.69618757582157
*,727,PGC000727,53,4,11474,358,20,16.853,0.076,17.12,14.67,14.24,0.19,0.15,0.18,0.27,0.05,0.15,0.03,0.01,0.0,1.22,0.68,0.07,5,5,1,1,LEDA     727,LEDA,2.59084,12.14137,ivo://CDS.VizieR/J/ApJ/902/145:table1:84,11682,11116,1.029,36.25,0.3,36.27,0.29,0.35,36.26,0.3,0.39,36.24,0.3,0.4,36.33,0.33,0.48,2.5538830266438746,-22.009999999999998,-21.13487648023126,35.37487648023126,118.8434623840303,177.82794100389228
*,731,UGC00095,90,1,7059,448,7,15.95,0.076,16.97,14.75,13.56,0.47,0.4,0.32,1.8,0.01,1.14,0.01,0.06,0.0,1.22,0.71,0.07,5,5,2,1,LEDA     731,LEDA,2.60989,28.98791,ivo://CDS.VizieR/J/ApJ/902/145:table1:85,7318,6725,1.018,35.23,0.13,35.23,0.13,0.35,35.24,0.13,0.39,35.23,0.13,0.4,35.3,0.11,0.48,2.651278013998144,-21.669999999999995,-21.93918272440144,35.49918272440144,125.84516800450963,111.17317272815897
*,743,PGC000743,54,4,8164,289,18,16.043,0.185,15.7,14.32,14.14,0.22,0.19,0.2,0.29,0.05,0.16,0.03,0.02,0.0,1.23,0.71,0.07,5,5,0,1,LEDA     743,LEDA,2.65333,-6.63969,ivo://CDS.VizieR/J/ApJ/902/145:table1:87,8294,7815,1.021,35.41,0.31,35.39,0.3,0.35,35.42,0.31,0.39,35.43,0.32,0.4,35.33,0.34,0.51,2.4608978427565478,-21.269999999999996,-20.366987227945106,34.5069872279451,79.68882909638381,120.78138351067786
*,772,UGC00101,68,4,10256,459,15,16.096,0.076,16.35,14.14,13.66,0.28,0.19,0.22,0.53,0.09,0.3,0.05,0.03,0.0,1.23,0.7,0.07,5,5,2,1,LEDA     772,LEDA,2.73753,25.55996,ivo://CDS.VizieR/J/ApJ/902/145:table1:90,10506,9915,1.026,35.8,0.19,35.8,0.19,0.35,35.8,0.19,0.39,35.8,0.2,0.4,35.84,0.2,0.48,2.661812685537261,-22.139999999999997,-22.026180036371645,35.686180036371645,137.1626942555772,144.5439770745925
*,789,ESO349-038,71,3,7854,538,20,16.137,0.185,,,12.77,,,0.34,,,,,0.03,0.0,1.18,0.63,0.06,0,5,0,1,LEDA     789,LEDA,2.80249,-33.57856,ivo://CDS.VizieR/J/ApJ/902/145:table1:93,7851,7582,1.02,35.23,0.19,,,,,,,,,,35.23,0.19,0.48,2.7307822756663893,-22.459999999999997,-22.595743968824728,35.36574396882473,118.34469473952284,111.17317272815897
*,798,NGC0036,62,4,6039,434,5,14.987,0.076,14.51,12.46,12.06,0.59,0.47,0.42,0.39,0.07,0.21,0.04,0.02,0.0,1.18,0.64,0.06,4,5,1,1,LEDA     798,LEDA,2.84291,6.38934,ivo://CDS.VizieR/J/ApJ/902/145:table1:94,6224,5680,1.015,33.93,0.18,33.92,0.18,0.35,33.93,0.18,0.39,33.94,0.18,0.4,34.05,0.18,0.48,2.637489729512511,-21.869999999999997,-21.825316460752262,33.885316460752264,59.84988112656115,61.09420249055721
*,800,ESO293-045,84,3,1466,140,10,14.807,0.217,,,15.4,,,0.36,,,,,0.01,0.0,0.75,0.3,0.01,0,5,0,0,LEDA     800,LEDA,2.85208,-41.39778,ivo://CDS.VizieR/J/ApJ/902/145:table1:95,1423,1229,1.003,32.16,0.31,,,,,,,,,,32.16,0.31,0.66,2.146128035678238,-16.759999999999998,-17.767558569584804,33.167558569584806,43.00428327143604,27.03958364108839
*,817,ESO409-026,80,3,7772,312,20,15.319,0.185,,,14.79,,,0.34,,,,,0.02,0.0,0.96,0.49,0.03,0,4,0,1,LEDA     817,LEDA,2.94542,-30.13416,ivo://CDS.VizieR/J/ApJ/902/145:table1:98,7786,7487,1.02,35.29,0.28,,,,,,,,,,35.29,0.28,0.54,2.494154594018443,-20.5,-20.64162777595873,35.43162777595873,121.99037186956342,114.28783347897712
*,830,UGC00110,51,4,4512,169,5,16.214,0.076,15.92,14.62,14.81,0.32,0.29,0.31,0.2,0.04,0.11,0.02,0.01,0.0,1.04,0.56,0.04,5,4,2,1,LEDA     830,LEDA,3.006,26.39328,ivo://CDS.VizieR/J/ApJ/902/145:table1:99,4763,4173,1.011,33.88,0.26,33.88,0.25,0.55,33.88,0.26,0.56,33.87,0.26,0.55,33.71,0.28,0.63,2.2278867046136734,-19.07,-18.44273713601983,33.25273713601983,44.72469908069055,59.70352865838375
*,832,PGC000832,54,4,10748,316,15,15.96,0.076,16.6,15.1,15.05,0.23,0.18,0.17,0.27,0.05,0.15,0.03,0.01,0.0,1.17,0.67,0.06,5,5,2,1,LEDA     832,LEDA,3.02486,24.98825,ivo://CDS.VizieR/J/ApJ/902/145:table1:100,10996,10407,1.027,36.56,0.28,36.56,0.27,0.35,36.58,0.28,0.39,36.56,0.28,0.4,36.65,0.3,0.48,2.499687082618404,-21.51,-20.687316114215434,35.73731611421543,140.43107579500725,205.11621788255667
*,833,UGC00111,77,3,6352,244,5,15.811,0.076,16.43,14.76,14.53,0.26,0.24,0.25,0.7,0.1,0.39,0.06,0.03,0.0,1.08,0.6,0.04,5,5,1,1,LEDA     833,LEDA,3.03729,12.04575,ivo://CDS.VizieR/J/ApJ/902/145:table1:101,6558,5995,1.016,34.04,0.14,34.04,0.14,0.51,34.04,0.14,0.52,34.04,0.14,0.51,33.95,0.13,0.61,2.387389826338729,-19.509999999999998,-19.759944111995424,34.289944111995425,72.1088920006509,64.26877173170195
*,835,PGC000835,74,3,7400,320,10,16.51,0.076,16.22,14.66,14.39,0.15,0.14,0.16,0.69,0.1,0.39,0.06,0.04,0.0,1.23,0.71,0.07,5,5,2,1,LEDA     835,LEDA,3.03902,27.91031,ivo://CDS.VizieR/J/ApJ/902/145:table1:102,7655,7065,1.019,35.14,0.17,35.13,0.17,0.38,35.14,0.17,0.39,35.15,0.17,0.4,35.15,0.17,0.53,2.505149978319906,-20.75,-20.73242974114149,35.12242974114149,105.80006834070622,106.65961212302578
*,847,UGC00113,76,4,7647,506,5,15.723,0.076,15.87,13.65,12.99,0.23,0.18,0.19,0.7,0.14,0.36,0.07,0.04,0.01,1.14,0.59,0.06,5,5,1,1,LEDA     847,LEDA,3.06554,22.32171,ivo://CDS.VizieR/J/ApJ/902/145:table1:103,7887,7301,1.019,35.12,0.14,35.12,0.13,0.35,35.12,0.14,0.39,35.11,0.14,0.4,35.19,0.12,0.48,2.7041505168397992,-22.129999999999995,-22.37581386257043,35.36581386257043,118.34850399221392,105.68175092136575
*,848,PGC000848,51,5,7160,194,5,16.589,0.041,17.18,15.43,15.47,0.18,0.2,0.25,0.2,0.05,0.1,0.03,0.01,0.0,1.02,0.54,0.04,5,5,2,0,LEDA     848,LEDA,3.06581,28.64908,ivo://CDS.VizieR/J/ApJ/902/145:table1:104,7417,6826,1.018,35.29,0.29,35.29,0.28,0.52,35.29,0.29,0.52,35.28,0.3,0.51,35.07,0.32,0.61,2.287801729930226,-19.82,-18.93752675806094,34.40752675806094,76.12115190091798,114.28783347897712
*,859,UGC00116,76,3,8477,342,6,15.63,0.076,16.14,14.41,14.05,0.25,0.23,0.24,0.73,0.11,0.42,0.06,0.04,0.0,1.2,0.69,0.06,5,5,1,1,LEDA     859,LEDA,3.15936,5.50539,ivo://CDS.VizieR/J/ApJ/902/145:table1:106,8658,8119,1.021,35.0,0.14,35.0,0.13,0.35,35.01,0.14,0.39,35.01,0.14,0.4,34.98,0.12,0.51,2.534026106056135,-20.95,-20.97089427075043,35.02089427075043,100.96686091609791,100.0
*,865,NGC0041,55,4,5954,331,13,16.707,0.076,15.49,13.58,13.17,0.23,0.2,0.22,0.27,0.05,0.15,0.03,0.01,0.0,1.15,0.6,0.06,5,5,1,1,LEDA     865,LEDA,3.19984,22.02348,ivo://CDS.VizieR/J/ApJ/902/145:table1:107,6193,5608,1.015,34.67,0.25,34.67,0.24,0.35,34.68,0.25,0.39,34.68,0.25,0.4,34.67,0.27,0.48,2.519827993775719,-21.5,-20.853643571584268,34.023643571584266,63.78649140603307,85.90135215053965
*,869,UGC00117,52,4,4767,207,5,15.223,0.076,15.37,13.86,13.85,0.49,0.41,0.42,0.23,0.04,0.13,0.02,0.01,0.0,1.08,0.6,0.04,4,4,1,1,LEDA     869,LEDA,3.22713,33.36143,ivo://CDS.VizieR/J/ApJ/902/145:table1:109,5034,4445,1.012,33.71,0.24,33.71,0.23,0.5,33.71,0.24,0.5,33.71,0.25,0.49,33.54,0.26,0.6,2.315970345456918,-19.86,-19.170148517898912,33.02014851789891,40.18182922792755,55.207743928075764
*,874,UGC00121,64,4,5007,249,18,16.342,0.185,,,14.38,,,0.27,,,,,0.02,0.0,1.16,0.66,0.06,0,4,0,0,LEDA     874,LEDA,3.25328,39.24589,ivo://CDS.VizieR/J/ApJ/902/145:table1:110,5285,4703,1.012,34.47,0.34,,,,,,,,,,34.47,0.34,0.58,2.3961993470957363,-20.089999999999996,-19.832694802205324,34.21269480220533,69.5887379770011,78.34296427662112
*,897,IC0004,51,4,5011,247,8,16.281,0.076,15.06,13.23,12.88,0.27,0.26,0.27,0.24,0.04,0.13,0.02,0.02,0.0,1.19,0.64,0.06,5,5,1,1,LEDA     897,LEDA,3.3623,17.48643,ivo://CDS.VizieR/J/ApJ/902/145:table1:112,5235,4659,1.012,33.63,0.26,33.62,0.25,0.41,33.63,0.26,0.41,33.63,0.26,0.4,33.48,0.28,0.54,2.392696953259666,-20.75,-19.80377137084178,32.68377137084178,34.41551510846133,53.210825926679476
*,902,PGC000902,63,4,5405,313,20,16.127,0.185,14.95,13.4,13.33,0.25,0.24,0.25,0.42,0.07,0.24,0.04,0.02,0.0,1.23,0.69,0.07,5,5,0,1,LEDA     902,LEDA,3.39319,-5.09312,ivo://CDS.VizieR/J/ApJ/902/145:table1:113,5540,5055,1.013,34.25,0.29,34.23,0.28,0.35,34.26,0.29,0.39,34.27,0.29,0.4,34.36,0.31,0.51,2.4955443375464483,-20.92,-20.653104541116104,33.983104541116106,62.60671376742361,70.79457843841381
*,906,PGC000906,59,4,5225,272,18,16.756,0.185,,,14.14,,,0.19,,,,,0.02,0.0,1.24,0.71,0.07,0,5,0,0,LEDA     906,LEDA,3.42652,48.69583,ivo://CDS.VizieR/J/ApJ/902/145:table1:114,5514,4957,1.013,34.85,0.33,,,,,,,,,,34.85,0.33,0.54,2.4345689040341987,-20.71,-20.149557867440844,34.28955786744085,72.09606697470163,93.32543007969915
*,908,PGC000908,68,4,7135,435,6,16.146,0.076,15.89,13.71,13.26,0.21,0.18,0.2,0.49,0.09,0.26,0.05,0.02,0.0,1.16,0.62,0.06,5,4,2,1,LEDA     908,LEDA,3.43679,30.19525,ivo://CDS.VizieR/J/ApJ/902/145:table1:115,7395,6806,1.018,35.02,0.16,35.03,0.16,0.35,35.02,0.16,0.39,35.02,0.16,0.4,35.2,0.16,0.48,2.6384892569546374,-21.760000000000005,-21.833570747597616,35.09357074759762,104.40328157860598,100.92528860766855
*,912,UGC00127,77,3,4687,192,5,15.122,0.076,17.12,15.44,15.67,0.29,0.36,0.32,0.48,0.07,0.2,0.03,-0.43,0.0,0.78,0.33,0.01,4,3,2,1,LEDA     912,LEDA,3.48604,26.96758,ivo://CDS.VizieR/J/ApJ/902/145:table1:116,4939,4350,1.012,33.87,0.15,33.86,0.15,0.56,33.86,0.15,0.58,33.88,0.16,0.57,34.15,0.15,0.65,2.2833012287035497,-18.199999999999996,-18.90036076690634,34.57036076690634,82.04878482836514,59.4292158615572
*,924,UGC00132,74,3,1696,148,5,16.078,0.076,16.02,14.19,14.39,0.43,0.44,0.45,0.51,0.07,0.26,0.04,0.01,0.0,0.91,0.45,0.02,5,5,1,1,LEDA     924,LEDA,3.50322,12.96388,ivo://CDS.VizieR/J/ApJ/902/145:table1:117,1905,1340,1.004,31.79,0.18,31.8,0.17,0.56,31.78,0.18,0.6,31.78,0.18,0.59,31.66,0.18,0.66,2.1702617153949575,-17.4,-17.966859065619108,32.356859065619105,29.605459981396255,22.803420720004173
*,937,UGC00135,89,2,5838,218,11,16.679,0.076,17.39,15.67,15.56,0.21,0.21,0.25,1.33,0.17,0.71,0.14,0.02,0.0,0.94,0.47,0.03,5,4,1,1,LEDA     937,LEDA,3.55326,7.41124,ivo://CDS.VizieR/J/ApJ/902/145:table1:118,6026,5480,1.014,34.13,0.21,34.12,0.2,0.55,34.12,0.21,0.56,34.14,0.21,0.55,34.35,0.22,0.63,2.3384564936046046,-18.57,-19.355843386329198,34.9158433863292,96.19858351289193,66.98846094165272
*,963,UGC00139,67,4,3968,285,9,14.415,0.076,14.74,13.43,13.5,0.51,0.38,0.31,0.46,0.08,0.26,0.05,0.02,0.0,1.13,0.63,0.05,5,5,0,1,LEDA     963,LEDA,3.6328,-0.73767,ivo://CDS.VizieR/J/ApJ/902/145:table1:120,4122,3614,1.01,33.75,0.19,33.74,0.19,0.42,33.75,0.19,0.43,33.77,0.2,0.42,33.82,0.2,0.55,2.45484486000851,-20.25,-20.317000550474816,33.817000550474816,57.99627628419363,56.23413251903491
*,997,PGC000997,56,4,17011,506,18,16.096,0.076,16.74,14.56,13.99,0.21,0.22,0.17,0.3,0.05,0.16,0.03,0.02,0.0,1.19,0.65,0.06,5,5,0,1,LEDA     997,LEDA,3.76198,16.83714,ivo://CDS.VizieR/J/ApJ/902/145:table1:123,17232,16659,1.044,37.04,0.24,37.07,0.24,0.35,37.03,0.24,0.39,37.01,0.25,0.4,36.96,0.26,0.48,2.7041505168397992,-23.049999999999997,-22.37581386257043,36.36581386257043,187.56973831521663,255.85858869056452
*,1011,NGC0054,76,3,5340,395,18,16.298,0.185,15.23,13.21,12.48,0.3,0.25,0.24,0.66,0.1,0.33,0.05,0.02,0.0,1.08,0.53,0.05,5,5,0,1,LEDA    1011,LEDA,3.78189,-7.10671,ivo://CDS.VizieR/J/ApJ/902/145:table1:124,5465,4994,1.013,34.08,0.21,34.07,0.2,0.35,34.08,0.21,0.39,34.08,0.21,0.4,33.91,0.21,0.48,2.59659709562646,-21.599999999999998,-21.48761734842034,33.96761734842034,62.16178396601255,65.46361740672744
*,1014,NGC55,84,3,129,166,13,9.142,0.185,,,8.05,,,6.3,,,,,0.01,0.0,0.89,0.43,0.02,0,5,0,1,LEDA    1014,LEDA,3.72334,-39.19663,ivo://CDS.VizieR/J/ApJ/902/145:table1:125,95,-117,1.0,25.69,0.34,,,,,,,,,,25.69,0.34,0.66,2.220108088040055,-17.64,-18.3784998477248,26.4284998477248,1.9306340860298605,1.3740419750125161
*,1022,PGC001022,64,4,7778,313,18,16.286,0.185,16.18,14.41,13.87,0.19,0.14,0.15,0.43,0.08,0.24,0.04,0.02,0.0,1.22,0.69,0.07,5,5,0,1,LEDA    1022,LEDA,3.82202,-6.3452,ivo://CDS.VizieR/J/ApJ/902/145:table1:126,7907,7431,1.02,35.15,0.27,35.15,0.26,0.35,35.16,0.27,0.39,35.14,0.27,0.4,34.9,0.29,0.51,2.4955443375464483,-21.28,-20.653104541116104,34.523104541116105,80.28250374355906,107.1519305237606
*,1051,UGC00148,81,3,4199,303,5,15.192,0.076,14.93,13.29,12.73,0.35,0.36,0.33,0.98,0.17,0.57,0.1,0.05,0.01,1.23,0.71,0.07,5,5,2,1,LEDA    1051,LEDA,3.96364,16.0898,ivo://CDS.VizieR/J/ApJ/902/145:table1:127,4418,3846,1.01,33.14,0.13,33.14,0.13,0.43,33.14,0.13,0.43,33.15,0.13,0.42,33.02,0.11,0.56,2.481442628502305,-20.41,-20.536649958125917,33.26664995812592,45.01217427007343,42.4619563946313
*,1056,UGC00149,80,3,5474,282,5,16.01,0.076,16.56,14.74,14.15,0.22,0.2,0.2,0.91,0.15,0.52,0.09,0.04,0.01,1.21,0.7,0.06,5,5,0,1,LEDA    1056,LEDA,3.98954,14.07616,ivo://CDS.VizieR/J/ApJ/902/145:table1:128,5686,5120,1.014,34.41,0.13,34.41,0.13,0.46,34.41,0.13,0.46,34.4,0.13,0.46,34.22,0.12,0.57,2.450249108319361,-20.259999999999998,-20.27904796296851,34.42904796296851,76.8793304910824,76.20790100254106
*,1089,UGC00152,77,3,4877,228,6,15.804,0.076,16.26,14.89,15.14,0.39,0.32,0.3,0.6,0.09,0.3,0.05,0.01,0.0,0.92,0.46,0.02,5,4,2,1,LEDA    1089,LEDA,4.11839,29.92397,ivo://CDS.VizieR/J/ApJ/902/145:table1:129,5135,4548,1.012,34.1,0.15,34.1,0.15,0.53,34.1,0.15,0.54,34.1,0.15,0.53,34.2,0.14,0.62,2.357934847000454,-18.96,-19.51669931626991,34.65669931626991,85.37679807985285,66.06934480075964
*,1106,UGC00155,83,3,3994,396,5,14.999,0.076,15.27,13.09,12.2,0.29,0.22,0.23,1.04,0.2,0.55,0.11,0.04,0.01,1.16,0.62,0.06,4,5,1,1,LEDA    1106,LEDA,4.18404,7.07627,ivo://CDS.VizieR/J/ApJ/902/145:table1:130,4179,3637,1.01,33.6,0.12,33.6,0.12,0.35,33.61,0.12,0.39,33.6,0.12,0.4,33.49,0.1,0.48,2.597695185925512,-21.400000000000002,-21.49668558599788,33.69668558599788,54.87027252263325,52.480746024977286
*,1109,PGC001109,74,3,3942,259,17,15.512,0.185,14.72,13.17,12.82,0.26,0.26,0.25,0.68,0.1,0.39,0.06,0.03,0.0,1.24,0.71,0.07,4,5,0,1,LEDA    1109,LEDA,4.21198,-5.26836,ivo://CDS.VizieR/J/ApJ/902/145:table1:132,4075,3594,1.01,32.97,0.27,32.96,0.26,0.49,32.97,0.27,0.49,32.97,0.27,0.48,32.72,0.29,0.59,2.413299764081252,-20.15,-19.973913283083963,32.79391328308397,36.20617586707978,39.26449353995997
*,1123,UGC00158,82,3,5056,328,17,14.867,0.076,,,13.8,,,0.28,,,,,0.04,0.0,1.11,0.62,0.05,0,4,0,1,LEDA    1123,LEDA,4.27096,42.16121,ivo://CDS.VizieR/J/ApJ/902/145:table1:133,5336,4764,1.013,34.42,0.23,,,,,,,,,,34.42,0.23,0.53,2.515873843711679,-20.62,-20.820989451764685,34.620989451764686,83.98425814935105,76.55966069112569
*,1130,ESO539-005,53,4,3203,249,18,16.134,0.185,,,12.52,,,0.36,,,,,0.01,0.0,1.2,0.66,0.06,0,5,0,1,LEDA    1130,LEDA,4.2924,-19.30153,ivo://CDS.VizieR/J/ApJ/902/145:table1:134,3269,2884,1.008,33.15,0.38,,,,,,,,,,33.15,0.38,0.55,2.3961993470957363,-20.63,-19.832694802205324,32.35269480220532,29.548739575368348,42.65795188015923
*,1139,UGC00163,51,4,5680,194,5,15.956,0.076,15.86,14.74,15.19,0.27,0.25,0.2,0.21,0.04,0.12,0.02,0.01,0.0,1.06,0.58,0.04,5,5,0,1,LEDA    1139,LEDA,4.33029,6.72269,ivo://CDS.VizieR/J/ApJ/902/145:table1:135,5863,5324,1.014,34.59,0.25,34.58,0.24,0.51,34.6,0.25,0.52,34.6,0.25,0.51,34.75,0.27,0.61,2.287801729930226,-19.400000000000006,-18.93752675806094,34.12752675806094,66.91220652801093,82.79421637123353
*,1149,NGC0064,56,5,7306,393,12,15.49,0.076,15.0,13.15,12.84,0.39,0.33,0.31,0.3,0.07,0.17,0.04,0.02,0.0,1.21,0.67,0.07,5,5,0,1,LEDA    1149,LEDA,4.37659,-6.82461,ivo://CDS.VizieR/J/ApJ/902/145:table1:137,7431,6961,1.018,34.79,0.27,34.77,0.26,0.35,34.79,0.27,0.39,34.79,0.27,0.4,34.87,0.29,0.48,2.5943925503754266,-21.95,-21.469411796377784,34.30941179637779,72.75826918581123,90.78205301781853
*,1152,PGC001152,58,5,5997,212,16,15.951,0.185,15.67,14.47,14.76,0.2,0.18,0.19,0.31,0.07,0.18,0.04,0.01,0.0,1.13,0.64,0.05,5,5,0,1,LEDA    1152,LEDA,4.40084,-4.62617,ivo://CDS.VizieR/J/ApJ/902/145:table1:138,6132,5649,1.015,34.41,0.35,34.4,0.34,0.51,34.42,0.35,0.52,34.42,0.36,0.51,34.49,0.39,0.61,2.326335860928751,-19.65,-19.255748907041248,34.01574890704125,63.555008539217084,76.20790100254106
*,1154,UGC00166,68,4,4844,250,5,15.117,0.076,15.63,13.99,13.92,0.43,0.36,0.33,0.47,0.08,0.26,0.05,0.02,0.0,1.1,0.61,0.05,5,5,2,1,LEDA    1154,LEDA,4.39936,30.20488,ivo://CDS.VizieR/J/ApJ/902/145:table1:139,5102,4516,1.012,33.73,0.17,33.73,0.16,0.49,33.73,0.17,0.49,33.73,0.17,0.48,33.67,0.17,0.59,2.3979400086720375,-19.809999999999995,-19.84706951504053,33.76706951504053,56.67791988741274,55.7185748931929
*,1158,UGC00165,87,2,6055,319,14,15.918,0.076,16.37,14.37,13.56,0.31,0.28,0.21,1.49,0.25,0.88,0.17,0.06,0.0,1.24,0.71,0.07,5,5,2,1,LEDA    1158,LEDA,4.42411,24.66725,ivo://CDS.VizieR/J/ApJ/902/145:table1:140,6299,5715,1.015,34.15,0.2,34.14,0.19,0.41,34.16,0.2,0.41,34.16,0.2,0.4,34.09,0.2,0.54,2.503790683057181,-20.589999999999996,-20.721204423523204,34.28120442352321,71.81925317133533,67.60829753919812
*,1170,PGC001170,53,4,5800,240,15,16.171,0.076,15.49,13.98,13.88,0.24,0.22,0.21,0.28,0.05,0.16,0.03,0.02,0.0,1.24,0.71,0.07,5,5,2,1,LEDA    1170,LEDA,4.49942,24.56295,ivo://CDS.VizieR/J/ApJ/902/145:table1:141,6043,5460,1.014,34.4,0.31,34.39,0.3,0.44,34.41,0.31,0.44,34.41,0.32,0.43,34.34,0.34,0.56,2.380211241711606,-20.519999999999996,-19.700662001111244,33.58066200111124,52.015454812460995,75.85775750291832
*,1172,ESO111-024,89,1,8851,447,18,15.293,0.185,,,13.28,,,0.27,,,,,0.06,0.0,1.24,0.71,0.07,0,5,0,0,LEDA    1172,LEDA,4.50547,-59.08356,ivo://CDS.VizieR/J/ApJ/902/145:table1:142,8720,8708,1.023,35.04,0.19,,,,,,,,,,35.04,0.19,0.48,2.6503075231319366,-21.759999999999998,-21.931168227097164,35.21116822709716,110.2132084416722,101.85913880541169
*,1176,ESO294-002,79,3,6987,308,19,16.298,0.076,,,14.03,,,0.21,,,,,0.04,0.01,1.23,0.71,0.07,0,4,0,1,LEDA    1176,LEDA,4.52492,-37.70949,ivo://CDS.VizieR/J/ApJ/902/145:table1:143,6960,6735,1.018,34.59,0.27,,,,,,,,,,34.59,0.27,0.55,2.4885507165004443,-20.560000000000002,-20.59534989450169,34.62534989450169,84.15307285642096,82.79421637123353
*,1198,UGC00171,57,4,5257,317,20,15.507,0.185,,,12.6,,,0.19,,,,,0.01,0.0,1.1,0.55,0.05,0,5,0,1,LEDA    1198,LEDA,4.59994,48.73184,ivo://CDS.VizieR/J/ApJ/902/145:table1:144,5544,4990,1.013,33.9,0.33,,,,,,,,,,33.9,0.33,0.49,2.5010592622177517,-21.299999999999997,-20.698647833124785,33.29864783312478,45.68036512920622,60.25595860743575
