pair_id,group_id,r_ap,x_o,y_o,x_e,y_e,flux_o,flux_e,sky_o,sky_e
4,1,3,278.9169335822873,64.67893641073714,308.88343657977146,70.22924614170911,32.91188768772008,29.21238970882041,-46.5,-46.5
4,1,4,278.9169335822873,64.67893641073714,308.88343657977146,70.22924614170911,36.996466331191186,24.419562704466898,-46.5,-46.5
4,1,5,278.9169335822873,64.67893641073714,308.88343657977146,70.22924614170911,49.76004564149389,28.139310827132704,-46.5,-46.5
4,1,6,278.9169335822873,64.67893641073714,308.88343657977146,70.22924614170911,64.26747633830018,37.009993372570534,-46.5,-46.5
4,1,8,278.9169335822873,64.67893641073714,308.88343657977146,70.22924614170911,79.29192369280463,22.498922851760653,-46.5,-46.5
5,1,3,212.7648546675352,72.87135417128842,243.0013694088173,78.46120168520764,205.66128776333812,200.39466845585116,-46.0,-46.0
5,1,4,212.7648546675352,72.87135417128842,243.0013694088173,78.46120168520764,211.5381096213232,203.06113157542313,-46.0,-46.0
5,1,5,212.7648546675352,72.87135417128842,243.0013694088173,78.46120168520764,217.4699511313279,215.15173153614523,-46.0,-46.0
5,1,6,212.7648546675352,72.87135417128842,243.0013694088173,78.46120168520764,221.5603064707193,225.91524260847655,-46.0,-46.0
5,1,8,212.7648546675352,72.87135417128842,243.0013694088173,78.46120168520764,217.49280409701169,235.44849706979403,-46.0,-46.0
6,1,3,203.76005558027327,104.02104601508752,234.00195068659764,109.7328945115709,89.15496524161699,87.77297136903053,-46.0,-46.0
6,1,4,203.76005558027327,104.02104601508752,234.00195068659764,109.7328945115709,90.57416316698254,90.69895817871702,-46.0,-46.0
6,1,5,203.76005558027327,104.02104601508752,234.00195068659764,109.7328945115709,97.59199562215508,92.88876985097022,-46.0,-46.0
6,1,6,203.76005558027327,104.02104601508752,234.00195068659764,109.7328945115709,103.73404562664928,97.43525311938356,-46.0,-46.0
6,1,8,203.76005558027327,104.02104601508752,234.00195068659764,109.7328945115709,130.2478603084055,117.70497877745765,-46.0,-46.0
7,1,3,204.25911633846127,112.59188219786556,234.5519046407236,118.22830086637914,44.91812260323309,41.19060153504756,-46.0,-46.0
7,1,4,204.25911633846127,112.59188219786556,234.5519046407236,118.22830086637914,51.15192688384923,44.33139249585838,-46.0,-46.0
7,1,5,204.25911633846127,112.59188219786556,234.5519046407236,118.22830086637914,56.510714385291976,46.095648030613575,-46.0,-46.0
7,1,6,204.25911633846127,112.59188219786556,234.5519046407236,118.22830086637914,67.69542554076543,48.24315792228481,-46.0,-46.0
7,1,8,204.25911633846127,112.59188219786556,234.5519046407236,118.22830086637914,120.66726600410584,84.17711992198929,-46.0,-46.0
8,1,3,71.2583193012277,127.08976092692734,101.9028057877646,132.92457976885387,1187.4556781866468,1168.6329226130044,-46.0,-46.0
8,1,4,71.2583193012277,127.08976092692734,101.9028057877646,132.92457976885387,1210.638432870511,1198.9337581190669,-46.0,-46.0
8,1,5,71.2583193012277,127.08976092692734,101.9028057877646,132.92457976885387,1228.4091890917248,1218.256222336569,-46.0,-46.0
8,1,6,71.2583193012277,127.08976092692734,101.9028057877646,132.92457976885387,1243.8506242634307,1233.8172786161049,-46.0,-46.0
8,1,8,71.2583193012277,127.08976092692734,101.9028057877646,132.92457976885387,1281.0860052241424,1260.7852435974683,-46.0,-46.0
9,1,3,22.973279398922937,127.49635218138252,53.87436978834416,133.3154309673211,132.048078892479,147.06207362144482,-46.0,-46.0
9,1,4,22.973279398922937,127.49635218138252,53.87436978834416,133.3154309673211,126.62984288557391,153.36572860679007,-46.0,-46.0
9,1,5,22.973279398922937,127.49635218138252,53.87436978834416,133.3154309673211,123.96678542285918,159.65980131457718,-46.0,-46.0
9,1,6,22.973279398922937,127.49635218138252,53.87436978834416,133.3154309673211,116.81871451339975,164.01937314617044,-46.0,-46.0
9,1,8,22.973279398922937,127.49635218138252,53.87436978834416,133.3154309673211,107.85429809084417,182.39058438807115,-46.0,-46.0
10,1,3,177.8648485544969,130.77553320323466,208.07735668337887,136.44325977796177,754.2840147555471,815.8727391868983,-46.0,-45.5
10,1,4,177.8648485544969,130.77553320323466,208.07735668337887,136.44325977796177,781.4372746096849,822.9352256115633,-46.0,-45.5
10,1,5,177.8648485544969,130.77553320323466,208.07735668337887,136.44325977796177,798.2008031796377,822.6725608962947,-46.0,-45.5
