2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks
J10340954-0857573,13.757,0.305,4.65,12.911,0.415,12.757,0.207,g1034095-085757,1,,10.56931,-8.96586,16525,0.180,0.290,0.082,3.303,3.271,3.654,2.056,1.5,,,,,,,0,0,0
J10343568-2834048,12.053,0.456,3.86,11.273,0.502,11.100,0.428,g1034357-283405,1,p,10.57658,-28.56811,3878,-0.260,-0.214,-0.288,3.611,3.685,3.864,2.160,2.0,175,12,8,4032,0.8859,2.0277,1,1,1
J10345238-1000095,13.124,0.511,5.45,12.421,0.502,11.737,0.729,g1034524-100010,1,p,10.58121,-10.00269,16375,0.382,0.373,0.600,3.147,3.295,3.019,2.293,1.0,,,,,3.7007,0.1186,0,0,0
J10351456-0740525,12.780,0.587,3.40,12.064,0.608,11.658,0.642,g1035146-074053,1,p,10.58738,-7.68128,10409,0.272,0.293,0.327,3.100,3.194,3.221,2.260,2.0,,,,,8.2926,0.0225,0,0,0
J10352232-8144420,12.582,0.572,5.46,11.923,0.517,11.736,0.381,g1035223-814442,1,p,10.58952,-81.74500,11819,0.309,0.254,0.118,3.241,3.456,3.723,2.153,2.0,,,,,,,1,1,1
J10353319-1314407,13.217,0.388,3.97,12.446,0.421,11.867,0.591,g1035332-131441,1,,10.59255,-13.24461,16073,0.252,0.285,0.455,3.357,3.447,3.244,2.357,2.0,,,,,3.1241,0.1510,1,1,1
J10353526-4244213,13.336,0.405,1.92,12.565,0.417,12.389,0.354,g1035353-424422,1,p,10.59313,-42.73931,10551,0.095,0.107,0.044,3.257,3.386,3.510,2.105,0.5,,,,,9.7646,0.0164,1,1,1
J10354844-4354253,12.491,0.385,3.06,11.770,0.375,11.506,0.347,g1035485-435426,1,p,10.59679,-43.90708,6559,-0.130,-0.140,-0.168,3.614,3.768,3.875,2.230,2.0,319,0,3,6468,2.8794,0.2559,1,1,1
J10361043-4322453,12.126,0.514,6.00,11.451,0.460,11.250,0.389,g1036104-432245,1,p,10.60289,-43.37928,6291,-0.001,-0.055,-0.126,3.496,3.722,3.891,2.362,1.5,319,0,3,6468,3.1386,0.2308,1,1,1
J10361183-2709439,10.451,0.828,3.34,9.719,0.824,9.473,0.812,g1036118-270944,1,p,10.60328,-27.16222,4301,0.112,0.108,0.096,3.511,3.665,3.748,2.340,0.0,175,12,8,4032,0.7355,2.6745,1,1,1
J10361516-0820021,10.478,0.914,5.56,9.916,0.772,9.509,0.821,g1036152-082002,1,p,10.60422,-8.33394,5313,0.316,0.174,0.223,3.325,3.690,3.712,2.322,4.0,,,,,5.1987,0.0556,1,1,1
J10361594-1243320,12.255,0.667,5.95,11.478,0.702,11.379,0.520,g1036160-124332,1,p,10.60443,-12.72561,15984,0.528,0.563,0.381,3.183,3.271,3.581,2.403,0.0,,,,,3.7077,0.1034,1,1,1
J10363254-2803492,11.386,0.734,3.91,10.702,0.722,10.433,0.704,g1036325-280349,1,p,10.60904,-28.06367,4749,0.018,0.006,-0.012,3.324,3.475,3.580,2.086,2.0,175,12,8,4032,0.7933,2.1618,1,1,1
J10363472-2812522,11.703,0.700,3.16,10.999,0.701,10.751,0.694,g1036347-281252,1,p,10.60964,-28.21456,4059,-0.016,-0.015,-0.022,3.263,3.397,3.472,2.109,1.5,175,12,8,4032,0.7240,2.6404,1,1,1
J10364282-2731420,8.970,1.588,3.09,8.381,1.539,8.102,1.548,g1036428-273140,1,p,10.61189,-27.52789,4211,0.891,0.842,0.851,2.585,2.772,2.825,2.313,1.0,,,,,,,1,1,1
J10364532-1116533,12.674,0.547,6.00,12.119,0.418,11.644,0.517,g1036453-111654,1,p,10.61259,-11.28153,16644,0.405,0.276,0.375,3.254,3.582,3.481,2.432,0.0,1419,5,3,15848,1.8189,0.5796,1,1,1
J10365462-1737089,13.307,0.540,2.68,12.430,0.647,12.287,0.470,g1036546-173709,1,p,10.61517,-17.61911,10523,0.229,0.336,0.159,2.984,2.971,3.313,2.207,2.0,,,,,12.5012,0.0098,1,1,1
J10365776-1739446,12.815,0.461,3.18,12.058,0.490,11.568,0.576,g1036578-173945,1,p,10.61604,-17.66245,11483,0.187,0.216,0.302,3.345,3.439,3.390,2.248,0.0,,,,,13.4740,0.0082,1,1,1
J10370596-0746198,12.800,0.632,5.28,12.101,0.607,11.688,0.719,g1037060-074620,1,p,10.61833,-7.77217,9181,0.260,0.235,0.347,2.990,3.172,3.052,2.191,2.0,533,3,5,9080,3.1047,0.1603,1,1,1
J10371091-0936408,11.938,0.739,3.37,11.476,0.608,10.997,0.737,g1037109-093641,1,p,10.61970,-9.61133,9390,0.381,0.250,0.379,3.117,3.418,3.290,2.248,0.0,,,,,3.5586,0.1282,1,1,1
J10371625-1127298,12.954,0.451,4.09,12.326,0.397,12.074,0.366,g1037163-112730,1,p,10.62118,-11.45831,16105,0.309,0.255,0.224,3.333,3.540,3.610,2.334,2.0,1419,5,3,15848,2.3546,0.3588,1,1,1
J10371999-2733341,11.915,0.804,6.00,11.209,0.800,10.972,0.783,g1037200-273334,1,,10.62222,-27.55947,4331,0.088,0.084,0.067,2.974,3.117,3.207,2.043,3.0,175,12,8,4032,0.5672,4.3399,0,0,0
J10373269-4322085,12.579,0.425,4.30,11.781,0.472,11.605,0.393,g1037327-432208,1,p,10.62575,-43.36900,6561,-0.090,-0.043,-0.122,3.502,3.571,3.745,2.155,1.0,319,0,3,6468,3.0882,0.2384,1,1,1
J10373611-0726149,12.760,0.636,3.25,12.035,0.622,11.708,0.639,g1037361-072615,1,p,10.62670,-7.43747,9151,0.264,0.250,0.267,3.001,3.171,3.205,2.177,2.0,533,3,5,9080,3.3300,0.1993,1,1,1
J10373729-2735384,10.594,0.872,4.77,9.859,0.868,9.630,0.843,g1037373-273539,1,p,10.62703,-27.59408,4241,0.156,0.152,0.127,3.365,3.521,3.623,2.244,3.0,175,12,8,4032,0.6530,3.1901,1,1,1
J10374040-0644489,12.599,0.635,4.63,11.920,0.614,11.536,0.680,g1037404-064449,1,p,10.62789,-6.74697,9211,0.263,0.242,0.308,3.065,3.231,3.191,2.199,3.0,533,3,5,9080,3.3962,0.1916,1,1,1
J10375126-4636095,12.535,0.575,4.39,11.846,0.546,11.530,0.503,g1037513-463610,1,p,10.63091,-46.60264,14823,0.406,0.377,0.334,3.288,3.455,3.571,2.215,0.0,,,,,,,0,0,0
J10375434-0712195,12.460,0.549,6.00,11.648,0.568,11.253,0.600,g1037544-071220,1,p,10.63176,-7.20547,8881,0.177,0.196,0.228,3.295,3.433,3.465,2.288,0.0,533,3,5,9080,3.6816,0.1631,1,1,1
J10380919-1133105,13.551,0.317,4.25,12.714,0.349,12.622,0.153,g1038092-113310,1,,10.63589,-11.55286,15835,0.175,0.207,0.011,3.362,3.481,3.817,2.357,0.0,1419,5,3,15848,1.2439,1.4487,1,1,0
J10381151-1712367,13.023,0.451,5.81,12.310,0.432,11.993,0.377,g1038115-171237,1,,10.63654,-17.21028,11424,0.174,0.155,0.100,3.278,3.452,3.616,2.182,0.0,,,,,11.5048,0.0107,1,1,1
J10381373-1204447,13.793,0.321,6.00,13.002,0.332,12.593,0.303,g1038137-120445,1,,10.63714,-12.07903,16135,0.186,0.197,0.168,3.260,3.402,3.529,2.226,0.0,,,,,2.1472,0.3836,0,0,0
J10382342-1645557,13.429,0.462,6.00,12.612,0.539,12.413,0.443,g1038234-164556,1,p,10.63984,-16.76556,13283,0.248,0.325,0.229,3.105,3.128,3.318,2.188,1.0,,,,,6.0845,0.0462,1,1,1
J10382421-4655121,12.586,0.656,6.00,11.883,0.610,11.627,0.564,g1038242-465512,1,p,10.64006,-46.92000,14792,0.486,0.440,0.394,3.097,3.307,3.407,2.261,0.0,,,,,,,1,1,1
J10383350-0811247,13.639,0.441,2.51,12.948,0.396,12.692,0.392,g1038335-081125,1,p,10.64264,-8.19019,16316,0.311,0.266,0.262,3.079,3.295,3.310,2.113,2.5,,,,,3.6897,0.1409,0,0,0
J10385891-0703080,12.124,0.680,6.00,11.431,0.602,10.980,0.688,g1038589-070308,1,p,10.64969,-7.05225,9001,0.308,0.230,0.316,3.166,3.451,3.398,2.292,2.0,533,3,5,9080,3.6414,0.1667,1,1,1
J10390163-4142010,13.096,0.393,4.42,12.471,0.330,12.121,0.366,g1039016-414201,1,p,10.65046,-41.70028,12953,0.168,0.105,0.141,3.384,3.606,3.593,2.331,0.0,,,,,5.0123,0.0763,1,1,1
J10391152-1649102,12.852,0.600,4.26,12.154,0.546,11.899,0.516,g1039115-164911,1,p,10.65320,-16.81961,13433,0.390,0.336,0.306,3.059,3.297,3.377,2.159,2.5,,,,,10.4478,0.0150,1,1,1
J10393701-1032185,11.713,0.866,6.00,11.107,0.786,10.382,1.125,g1039370-103219,1,p,10.66028,-10.53856,9121,0.496,0.416,0.755,2.952,3.209,2.760,2.173,3.0,,,,,3.7709,0.1131,1,1,1
J10395415-4307466,11.542,0.858,3.52,10.826,0.848,10.490,0.858,g1039542-430746,1,p,10.66504,-43.12955,13488,0.650,0.640,0.650,3.094,3.241,3.268,2.413,0.5,,,,,5.2413,0.0532,1,1,1
J10401458-4619424,10.531,1.074,5.53,9.822,1.051,9.430,1.113,g1040146-461942,1,p,10.67071,-46.32845,6340,0.551,0.528,0.590,3.027,3.199,3.177,2.439,0.0,,,,,,,1,1,1
J10403318-4611274,10.611,1.021,3.06,9.901,0.995,9.618,1.004,g1040332-461127,1,p,10.67588,-46.19094,6881,0.532,0.506,0.515,3.102,3.282,3.319,2.384,1.0,,,,,,,1,1,1
J10403802-1415204,12.546,0.685,3.41,11.793,0.713,11.556,0.649,g1040380-141520,1,,10.67723,-14.25561,16074,0.549,0.577,0.513,3.034,3.126,3.254,2.281,0.0,,,,,5.4615,0.0499,1,1,1
J10404282-0847131,12.312,0.703,3.75,11.668,0.645,11.422,0.591,g1040428-084713,1,p,10.67856,-8.78700,16256,0.585,0.527,0.473,3.090,3.312,3.421,2.385,2.0,1539,4,1,16797,3.9873,0.0963,0,0,0
J10405028-2757576,11.063,0.783,6.00,10.370,0.747,10.095,0.739,g1040503-275758,1,p,10.68064,-27.96600,4780,0.067,0.031,0.023,3.353,3.557,3.644,2.156,2.0,175,12,8,4032,0.9167,1.6761,1,1,1
J10405519-7959110,12.938,0.608,3.36,12.270,0.557,12.167,0.422,g1040551-795911,1,p,10.68198,-79.98650,11650,0.340,0.289,0.154,3.018,3.231,3.465,2.078,2.0,,,,,6.5294,0.0518,1,1,1
J10410142-1127041,12.937,0.515,6.00,12.280,0.475,11.719,0.672,g1041014-112704,1,,10.68372,-11.45108,15446,0.362,0.322,0.519,3.210,3.401,3.141,2.402,0.5,,,,,2.5098,0.3081,1,1,1
J10410182-1126341,12.411,0.672,4.81,11.592,0.734,11.233,0.772,g1041018-112634,1,p,10.68384,-11.44289,16196,0.539,0.601,0.639,3.111,3.163,3.136,2.368,0.0,,,,,2.6276,0.2744,0,0,0
J10411163-0114334,13.165,0.445,5.54,12.432,0.429,12.247,0.364,g1041117-011434,1,p,10.68657,-1.24264,12088,0.192,0.176,0.111,3.239,3.414,3.543,2.339,0.0,,,,,3.1271,0.1789,1,1,1
J10411310-8309033,12.885,0.262,3.09,11.980,0.356,11.480,0.420,g1041130-830903,1,,10.68695,-83.15095,12200,0.013,0.107,0.171,3.752,3.763,3.752,2.223,0.5,,,,,,,1,1,1
J10411309-0248104,10.967,0.949,4.54,10.241,0.936,9.964,0.907,g1041131-024811,1,p,10.68697,-2.80292,6632,0.445,0.432,0.403,3.076,3.246,3.363,2.289,0.0,,,,,4.4791,0.0728,1,1,1
J10411707-1751450,12.632,0.541,6.00,12.076,0.445,11.742,0.474,g1041171-175145,1,p,10.68807,-17.86244,6387,0.021,-0.075,-0.046,3.222,3.490,3.517,2.188,0.0,,,,,6.6298,0.0323,1,1,1
J10412111-1714270,12.661,0.655,4.75,11.972,0.653,11.659,0.618,g1041211-171427,1,p,10.68920,-17.24083,12533,0.417,0.415,0.380,3.019,3.150,3.268,2.199,2.0,,,,,6.1781,0.0369,1,1,1
J10413699-1059211,12.960,0.725,2.72,12.291,0.696,12.015,0.632,g1041370-105921,1,,10.69361,-10.98914,16406,0.597,0.568,0.504,2.783,2.958,3.101,2.155,2.0,,,,,2.1621,0.4256,0,0,0
J10414089-1713262,13.299,0.343,3.25,12.537,0.371,12.312,0.285,g1041409-171326,1,p,10.69469,-17.22394,9236,-0.022,0.006,-0.080,3.366,3.468,3.669,2.126,1.0,,,,,6.8211,0.0364,1,1,1
J10420387-1831143,13.790,0.319,5.15,12.854,0.474,12.384,0.549,g1042039-183114,1,,10.70107,-18.52058,15380,0.165,0.320,0.395,3.259,3.172,3.120,2.232,3.0,,,,,7.9757,0.0301,0,0,1
J10422146-1124474,13.305,0.390,4.10,12.580,0.381,12.222,0.412,g1042215-112447,2,p,10.70597,-11.41317,16226,0.258,0.249,0.280,3.315,3.472,3.459,2.394,2.0,,,,,2.8050,0.2560,0,0,0
J10422520-4453089,11.278,0.762,5.10,10.475,0.752,10.170,0.733,g1042252-445309,1,p,10.70700,-44.88586,6166,0.243,0.233,0.214,3.359,3.540,3.644,2.209,2.5,298,1,1,6401,2.1470,0.4370,1,1,1
J10422626-1748460,12.638,0.718,1.81,11.999,0.643,11.597,0.683,g1042263-174846,1,p,10.70729,-17.81286,15591,0.569,0.494,0.534,2.924,3.178,3.167,2.261,2.0,,,,,7.3435,0.0261,1,1,1
J10423775-4547564,12.977,0.456,6.00,12.196,0.505,12.024,0.391,g1042378-454756,1,p,10.71049,-45.79900,6613,-0.050,-0.001,-0.115,3.299,3.352,3.589,2.382,2.0,,,,,,,1,1,1
J10424888-1750001,13.376,0.508,5.07,12.619,0.451,12.372,0.355,g1042489-175000,1,p,10.71358,-17.83333,15291,0.351,0.294,0.198,3.046,3.312,3.513,2.284,2.0,,,,,6.9597,0.0304,1,1,1
J10425171-4551025,12.597,0.488,5.16,11.795,0.542,11.532,0.491,g1042517-455102,1,,10.71436,-45.85064,6732,-0.010,0.044,-0.007,3.388,3.438,3.586,2.227,2.0,,,,,,,1,1,1
J10425918-1054559,13.712,0.407,4.01,13.069,0.346,13.040,0.175,g1042592-105456,1,p,10.71644,-10.91564,16286,0.276,0.215,0.044,3.117,3.345,3.605,2.148,0.0,,,,,,,0,0,0
J10430785-1247171,13.218,0.364,4.14,12.373,0.467,12.058,0.486,g1043078-124717,1,,10.71884,-12.78803,12838,0.136,0.239,0.258,3.384,3.365,3.374,2.331,0.0,,,,,11.0935,0.0129,1,1,1
J10430984-1220051,13.519,0.688,1.75,12.871,0.593,12.734,0.561,g1043098-122005,1,p,10.71940,-12.33481,16345,0.558,0.463,0.431,2.637,2.934,2.957,2.199,3.0,,,,,3.0368,0.2655,0,0,0
J10431632-1221051,12.599,0.641,6.00,12.072,0.499,11.695,0.511,g1043163-122105,1,,10.72119,-12.35136,16106,0.506,0.364,0.376,3.097,3.440,3.473,2.478,1.5,,,,,4.1185,0.0902,1,1,1
J10434009-4413251,11.253,0.787,5.18,10.517,0.764,10.197,0.756,g1043401-441325,1,p,10.72780,-44.22358,6529,0.276,0.253,0.245,3.335,3.511,3.594,2.251,0.0,,,,,2.2898,0.3097,1,1,1
J10434871-0231399,12.873,0.707,6.00,12.182,0.681,11.850,0.682,g1043487-023140,1,p,10.73020,-2.52783,11369,0.428,0.402,0.403,2.828,3.006,3.064,2.112,4.0,,,,,2.2889,0.2787,1,1,1
J10440045-0851477,12.034,0.708,4.47,11.289,0.726,11.122,0.633,g1044005-085148,1,p,10.73346,-8.86322,9032,0.333,0.351,0.258,3.140,3.256,3.448,2.362,0.0,514,2,2,9029,3.6641,0.1140,1,1,1
J10440390-4720077,13.567,0.449,4.08,12.739,0.489,12.592,0.416,g1044039-472008,1,p,10.73442,-47.33550,16650,0.327,0.367,0.294,3.131,3.217,3.318,2.326,2.0,,,,,,,0,0,0
J10440471-0930294,13.610,0.410,4.37,12.964,0.364,12.749,0.300,g1044047-093029,1,,10.73464,-9.50814,15957,0.271,0.225,0.161,3.148,3.349,3.470,2.350,1.0,,,,,3.1538,0.2712,1,0,0
J10441619-1114334,11.812,0.883,4.98,11.082,0.886,10.855,0.834,g1044162-111433,1,p,10.73783,-11.24256,8851,0.500,0.503,0.451,2.876,3.017,3.152,2.256,4.0,,,,,3.9173,0.1080,1,1,1
J10441692-4036204,13.266,0.437,5.45,12.604,0.425,12.286,0.402,g1044169-403621,1,,10.73804,-40.60578,14037,0.245,0.233,0.210,3.240,3.373,3.458,2.350,0.0,,,,,5.7693,0.0488,1,1,1
J10442592-2522369,11.175,0.766,4.92,10.488,0.745,10.260,0.730,g1044259-252237,1,p,10.74053,-25.37700,4787,0.122,0.101,0.086,3.348,3.519,3.597,2.306,0.0,143,1,1,4774,2.3469,0.2676,1,1,1
J10442687-0854004,11.511,0.837,6.00,10.845,0.795,10.480,0.850,g1044269-085401,1,p,10.74080,-8.90017,8582,0.462,0.420,0.475,3.092,3.296,3.271,2.438,0.0,514,2,2,9029,3.5317,0.1150,1,1,1
J10443071-1418521,11.437,0.967,5.14,10.734,0.962,10.474,0.948,g1044307-141852,1,p,10.74186,-14.31456,8820,0.583,0.578,0.564,2.868,3.010,3.081,2.359,0.5,,,,,5.3399,0.0503,1,1,1
J10444213-0753078,13.194,0.602,3.61,12.431,0.594,12.128,0.526,g1044421-075308,1,,10.74504,-7.88550,16257,0.470,0.462,0.394,2.935,3.105,3.268,2.228,3.0,,,,,4.1331,0.0913,0,0,0
J10444974-1607282,13.463,0.268,6.00,12.778,0.251,12.586,0.196,g1044498-160728,1,p,10.74716,-16.12450,7949,-0.145,-0.162,-0.217,3.447,3.608,3.737,2.223,0.0,457,0,4,8239,7.2526,0.0333,1,1,0
J10445096-4654009,12.221,0.792,5.02,11.451,0.738,11.047,0.795,g1044510-465401,1,p,10.74749,-46.90022,14253,0.607,0.553,0.610,2.976,3.226,3.179,2.342,0.5,,,,,,,1,1,1
J10445515-4645089,13.047,0.436,4.28,12.108,0.469,11.757,0.442,g1044552-464509,1,,10.74866,-46.75258,14074,0.245,0.278,0.251,3.352,3.497,3.599,2.213,0.0,,,,,,,1,1,1
J10445969-4626149,11.960,0.765,4.56,11.276,0.710,10.879,0.759,g1044597-462615,1,p,10.74991,-46.43742,12156,0.514,0.459,0.508,3.120,3.340,3.316,2.238,0.5,,,,,,,1,1,1
J10451249-0757453,13.355,0.453,3.49,12.605,0.475,12.237,0.585,g1045125-075745,1,,10.75347,-7.96256,9722,0.109,0.131,0.241,3.125,3.235,3.099,2.228,2.0,,,,,4.0325,0.0960,1,1,1
J10452591-1619172,13.190,0.492,2.44,12.596,0.382,12.160,0.445,g1045259-161917,1,p,10.75720,-16.32147,8278,0.079,-0.031,0.032,3.107,3.418,3.409,2.074,1.0,457,0,4,8239,7.2810,0.0300,1,1,1
J10453222-4430246,13.621,0.408,4.94,12.927,0.398,12.604,0.381,g1045322-443024,1,p,10.75895,-44.50678,16571,0.281,0.271,0.254,3.202,3.331,3.389,2.138,1.0,1491,4,1,16458,3.8333,0.1274,0,0,0
J10454123-4641396,12.819,0.645,4.78,12.158,0.588,12.048,0.455,g1045412-464140,1,p,10.76145,-46.69431,16652,0.523,0.466,0.333,3.038,3.252,3.458,2.396,1.0,,,,,,,0,0,0
J10454300-1615392,12.689,0.433,6.00,11.981,0.412,11.690,0.439,g1045430-161540,1,p,10.76194,-16.26097,8248,0.020,-0.001,0.026,3.426,3.604,3.609,2.134,1.0,457,0,4,8239,7.2321,0.0298,1,1,1
J10455576-1943066,13.074,0.419,3.52,12.377,0.432,12.042,0.417,g1045558-194307,1,p,10.76549,-19.71853,11902,0.159,0.172,0.157,3.321,3.426,3.516,2.252,0.0,,,,,7.4494,0.0284,1,1,1
J10460498-4519383,10.701,1.196,3.24,9.946,1.191,9.620,1.195,g1046050-451938,1,p,10.76805,-45.32733,5776,0.656,0.651,0.655,2.727,2.877,2.942,2.217,4.0,270,4,1,6098,1.3008,1.5942,1,1,1
J10461267-1044073,13.787,0.391,3.87,13.056,0.392,12.575,0.415,g1046127-104407,1,p,10.77019,-10.73528,16737,0.271,0.272,0.295,3.123,3.262,3.312,2.057,1.0,,,,,2.8544,0.2271,0,0,0
J10461295-4429253,13.062,0.581,6.00,12.437,0.506,12.324,0.388,g1046130-442925,1,p,10.77027,-44.49039,12404,0.338,0.263,0.145,3.056,3.289,3.483,2.160,1.0,,,,,5.8076,0.0542,1,1,1
J10462174-0217136,11.729,0.751,4.00,10.958,0.757,10.695,0.744,g1046217-021714,1,p,10.77271,-2.28708,11160,0.464,0.470,0.457,3.192,3.340,3.401,2.355,0.0,861,3,1,11152,1.8385,0.4130,1,1,1
J10464079-4709039,13.747,0.326,5.63,12.958,0.385,12.825,0.280,g1046408-470904,1,,10.77801,-47.15111,14102,0.136,0.195,0.090,3.287,3.322,3.494,2.249,0.0,,,,,,,0,0,0
J10465059-1558393,12.807,0.310,4.91,12.048,0.391,11.731,0.380,g1046506-155840,1,p,10.78072,-15.97767,8339,-0.103,-0.022,-0.033,3.627,3.621,3.712,2.175,2.0,457,0,4,8239,7.0913,0.0310,1,1,1
J10465780-0953345,12.686,0.595,2.21,11.883,0.592,11.472,0.585,g1046578-095334,1,,10.78272,-9.89283,16257,0.463,0.460,0.453,3.151,3.328,3.412,2.306,2.0,1451,8,7,16228,1.0431,1.4484,0,0,0
J10470060-0658335,13.685,0.301,3.41,13.002,0.277,12.571,0.335,g1047006-065834,1,p,10.78350,-6.97600,16138,0.166,0.142,0.200,3.338,3.509,3.472,2.248,1.5,,,,,3.7387,0.1340,0,0,0
J10471799-1003312,13.104,0.545,6.00,12.586,0.429,12.219,0.467,g1047180-100331,1,p,10.78833,-10.05872,8912,0.165,0.049,0.087,3.037,3.330,3.341,2.229,0.0,,,,,3.4840,0.1380,1,1,1
J10473277-4731243,13.018,0.479,2.77,12.339,0.449,11.914,0.466,g1047328-473124,1,p,10.79243,-47.52342,12392,0.236,0.206,0.223,3.261,3.432,3.484,2.144,2.0,,,,,,,1,1,1
J10474179-0126096,13.873,0.060,4.95,13.023,0.182,12.736,0.116,g1047418-012609,1,p,10.79495,-1.43594,16226,-0.072,0.050,-0.016,3.748,3.693,3.846,2.196,2.0,,,,,7.0693,0.0514,0,0,0
J10474467-0022386,12.617,0.758,6.00,12.030,0.621,11.609,0.730,g1047447-002238,1,p,10.79574,-0.37733,11938,0.500,0.363,0.472,2.825,3.186,3.063,2.089,3.0,,,,,2.4252,0.2627,1,1,1
J10474984-2952391,13.158,0.456,6.00,12.436,0.456,12.182,0.435,g1047499-295239,1,p,10.79719,-29.87758,12122,0.204,0.204,0.183,3.219,3.358,3.426,2.083,0.0,,,,,11.6709,0.0142,1,1,1
J10475860-0955366,13.091,0.495,5.21,12.492,0.428,11.938,0.590,g1047586-095536,1,p,10.79961,-9.92678,16138,0.363,0.296,0.458,3.189,3.412,3.216,2.374,2.0,1451,8,7,16228,0.5174,6.1300,0,0,0
J10475977-1008068,13.453,0.459,2.81,12.849,0.431,12.715,0.304,g1047598-100807,1,,10.79993,-10.13519,16677,0.338,0.310,0.183,3.119,3.266,3.478,2.307,0.0,,,,,0.8139,3.4816,0,0,0
J10480421-1717374,12.562,0.508,3.38,11.855,0.513,11.736,0.399,g1048042-171738,1,p,10.80117,-17.29381,6389,-0.008,-0.003,-0.117,3.312,3.440,3.668,2.135,1.5,325,1,1,6452,7.9980,0.0222,1,1,1
J10480441-1228294,12.051,0.598,6.00,11.447,0.521,11.183,0.510,g1048044-122830,1,p,10.80123,-12.47486,5074,-0.020,-0.097,-0.108,3.329,3.580,3.666,2.166,0.0,,,,,3.3977,0.1231,1,1,1
J10480434-3132000,9.593,1.216,1.84,8.788,1.194,8.484,1.169,g1048044-313200,1,p,10.80121,-31.53336,3334,0.419,0.397,0.372,3.074,3.294,3.429,2.146,4.0,,,,,,,0,0,0
J10480474-0155383,12.234,0.655,3.48,11.480,0.652,11.088,0.703,g1048048-015539,1,p,10.80132,-1.92736,11580,0.384,0.381,0.432,3.186,3.345,3.326,2.247,2.5,,,,,2.3854,0.2716,1,1,1
J10480678-1821410,12.715,0.554,3.56,11.833,0.649,11.645,0.579,g1048068-182141,1,p,10.80189,-18.36133,11964,0.297,0.392,0.322,3.194,3.209,3.350,2.115,0.0,,,,,8.4457,0.0266,1,1,1
J10480986-1005358,13.463,0.459,4.53,12.820,0.416,12.342,0.507,g1048099-100536,1,p,10.80274,-10.09328,15928,0.327,0.284,0.375,3.112,3.305,3.220,2.233,0.0,1451,8,7,16228,0.6100,4.5503,0,0,0
J10481223-0956308,12.158,0.776,5.05,11.351,0.813,11.058,0.815,g1048122-095631,1,p,10.80340,-9.94186,16407,0.644,0.681,0.683,2.999,3.098,3.118,2.446,0.5,1451,8,7,16228,0.4473,7.9551,0,0,0
J10481276-0736438,12.614,0.906,5.80,12.036,0.862,11.813,0.799,g1048128-073644,1,,10.80354,-7.61217,16228,0.774,0.730,0.667,2.557,2.726,2.847,2.328,3.0,,,,,3.4785,0.1356,0,0,0
J10482143-1447505,12.643,0.495,4.28,11.806,0.538,11.481,0.550,g1048214-144751,1,p,10.80595,-14.79744,8310,0.086,0.129,0.141,3.328,3.428,3.474,2.206,3.0,458,1,1,8313,5.6835,0.0498,1,1,1
J10482177-0956468,11.946,0.868,5.97,11.227,0.876,10.980,0.791,g1048218-095647,1,p,10.80604,-9.94639,16228,0.736,0.744,0.659,2.900,3.022,3.197,2.424,1.0,1451,8,7,16228,0.4511,7.7441,0,0,0
J10482373-4437577,12.150,0.965,4.93,11.501,0.889,11.227,0.842,g1048238-443758,1,,10.80660,-44.63267,13813,0.767,0.691,0.644,2.665,2.908,3.017,2.322,4.0,,,,,5.5497,0.0556,1,1,1
J10483275-0957325,13.592,0.581,6.00,12.943,0.535,12.426,0.696,g1048328-095733,1,p,10.80910,-9.95903,15688,0.449,0.403,0.564,2.816,3.017,2.808,2.098,4.0,1451,8,7,16228,0.4621,8.0998,0,0,0
J10484213-4715266,13.503,0.294,5.48,12.825,0.222,12.575,0.088,g1048421-471527,1,,10.81171,-47.25739,12034,0.039,-0.033,-0.167,3.435,3.689,3.976,2.293,2.0,,,,,,,1,1,0
J10484331-4717196,12.364,0.658,6.00,11.432,0.761,11.365,0.600,g1048433-471720,1,p,10.81203,-47.28878,12243,0.410,0.513,0.352,3.164,3.169,3.436,2.389,1.0,,,,,,,1,1,1
J10485908-0956331,13.746,0.250,2.34,12.989,0.263,12.686,0.215,g1048591-095633,1,p,10.81641,-9.94258,15718,0.105,0.118,0.070,3.414,3.540,3.666,2.232,0.0,,,,,0.5441,7.5732,0,0,0
J10490665-1538092,12.684,0.348,6.00,12.010,0.313,11.665,0.342,g1049067-153810,1,p,10.81851,-15.63597,8100,-0.072,-0.107,-0.078,3.600,3.792,3.815,2.193,2.5,,,,,6.1438,0.0435,1,1,1
J10490928-2931199,11.851,0.821,4.07,11.146,0.813,10.922,0.778,g1049093-293120,1,p,10.81924,-29.52217,10204,0.497,0.489,0.454,3.001,3.150,3.242,2.288,0.0,,,,,6.1502,0.0495,1,1,1
J10491045-1003151,13.872,0.516,2.82,12.840,0.690,12.347,0.794,g1049105-100315,1,p,10.81958,-10.05425,16677,0.384,0.558,0.662,2.834,2.749,2.644,2.040,0.5,1451,8,7,16228,0.7900,2.7130,0,0,0
J10491903-8307096,12.934,0.287,4.13,12.142,0.281,11.885,0.252,g1049190-830710,1,p,10.82194,-83.11931,12260,0.040,0.034,0.005,3.699,3.859,3.933,2.433,2.0,,,,,,,1,1,1
