2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks,d_mpc,M_K,M_pred,residual,mu_fj,d_fj_mpc
J10390163-4142010,13.096,0.393,4.42,12.471,0.33,12.121,0.366,g1039016-414201,1,p,10.65046,-41.70028,12953,0.168,0.105,0.141,3.384,3.606,3.593,2.331,0.0,,,,,5.0123,0.0763,1,1,1,183.70443908665436,-24.199598254243945,-24.58808385015818,0.38848559591423637,36.70908385015818,219.69327855878075
J10391152-1649102,12.852,0.6,4.26,12.154,0.546,11.899,0.516,g1039115-164911,1,p,10.6532,-16.81961,13433,0.39,0.336,0.306,3.059,3.297,3.377,2.159,2.5,,,,,10.4478,0.015,1,1,1,190.51198411572824,-24.50061150036343,-24.023728727028008,-0.47688277333542217,35.92272872702801,152.94868428962369
J10393701-1032185,11.713,0.866,6.0,11.107,0.786,10.382,1.125,g1039370-103219,1,p,10.66028,-10.53856,9121,0.496,0.416,0.755,2.952,3.209,2.76,2.173,3.0,,,,,3.7709,0.1131,1,1,1,129.35753793788115,-25.176958705248996,-24.069664609143256,-1.1072940961057398,34.45166460914326,77.68424009328574
J10395415-4307466,11.542,0.858,3.52,10.826,0.848,10.49,0.858,g1039542-430746,1,p,10.66504,-43.12955,13488,0.65,0.64,0.65,3.094,3.241,3.268,2.413,0.5,,,,,5.2413,0.0532,1,1,1,191.2920153169763,-25.91848421301812,-24.857136873976053,-1.0613473390420687,35.347136873976055,117.33494518845728
J10401458-4619424,10.531,1.074,5.53,9.822,1.051,9.43,1.113,g1040146-461942,1,p,10.67071,-46.32845,6340,0.551,0.528,0.59,3.027,3.199,3.177,2.439,0.0,,,,,,,1,1,1,89.9163239256843,-25.33919271602345,-24.94244636933294,-0.39674634669050945,34.37244636933294,74.90128592863765
J10403318-4611274,10.611,1.021,3.06,9.901,0.995,9.618,1.004,g1040332-461127,1,p,10.67588,-46.19094,6881,0.532,0.506,0.515,3.102,3.282,3.319,2.384,1.0,,,,,,,1,1,1,97.58899446886966,-25.32900421584675,-24.761983975308755,-0.567020240537996,34.379983975308754,75.1617347330016
J10403802-1415204,12.546,0.685,3.41,11.793,0.713,11.556,0.649,g1040380-141520,1,,10.67723,-14.25561,16074,0.549,0.577,0.513,3.034,3.126,3.254,2.281,0.0,,,,,5.4615,0.0499,1,1,1,227.96766416111188,-25.23336624657405,-24.424027128318016,-0.8093391182560339,35.980027128318014,157.038242308048
J10404282-0847131,12.312,0.703,3.75,11.668,0.645,11.422,0.591,g1040428-084713,1,p,10.67856,-8.787,16256,0.585,0.527,0.473,3.09,3.312,3.421,2.385,2.0,1539.0,4.0,1.0,16797.0,3.9873,0.0963,0,0,0,230.54885831796906,-25.391814879633912,-24.76526510974556,-0.6265497698883529,36.18726510974556,172.76390900216492
J10405028-2757576,11.063,0.783,6.0,10.37,0.747,10.095,0.739,g1040503-275758,1,p,10.68064,-27.966,4780,0.067,0.031,0.023,3.353,3.557,3.644,2.156,2.0,175.0,12.0,8.0,4032.0,0.9167,1.6761,1,1,1,67.79180258119415,-24.06088590967538,-24.0138853237176,-0.04700058595778245,34.1088853237176,66.34024403333109
J10405519-7959110,12.938,0.608,3.36,12.27,0.557,12.167,0.422,g1040551-795911,1,p,10.68198,-79.9865,11650,0.34,0.289,0.154,3.018,3.231,3.465,2.078,2.0,,,,,6.5294,0.0518,1,1,1,165.2247908098142,-23.923376053424978,-23.757956837646937,-0.16541921577804075,35.92495683764694,153.10570285618502
J10410142-1127041,12.937,0.515,6.0,12.28,0.475,11.719,0.672,g1041014-112704,1,,10.68372,-11.45108,15446,0.362,0.322,0.519,3.21,3.401,3.141,2.402,0.5,,,,,2.5098,0.3081,1,1,1,219.06112608140688,-24.98382657912655,-24.821044395171217,-0.16278218395533273,36.540044395171215,203.23985623551627
J10410182-1126341,12.411,0.672,4.81,11.592,0.734,11.233,0.772,g1041018-112634,1,p,10.68384,-11.44289,16196,0.539,0.601,0.639,3.111,3.163,3.136,2.368,0.0,,,,,2.6276,0.2744,0,0,0,229.69791518933482,-25.572785267096666,-24.709485824319902,-0.8632994427767642,35.9424858243199,154.34663473242563
J10411163-0114334,13.165,0.445,5.54,12.432,0.429,12.247,0.364,g1041117-011434,1,p,10.68657,-1.24264,12088,0.192,0.176,0.111,3.239,3.414,3.543,2.339,0.0,,,,,3.1271,0.1789,1,1,1,171.43667564884413,-23.923518683269634,-24.614332925652604,0.6908142423829702,36.861332925652604,235.6495339223912
J10411310-8309033,12.885,0.262,3.09,11.98,0.356,11.48,0.42,g1041130-830903,1,,10.68695,-83.15095,12200,0.013,0.107,0.171,3.752,3.763,3.752,2.223,0.5,,,,,,,1,1,1,173.02510282229468,-24.710545579988526,-24.23372133098342,-0.4768242490051051,35.71372133098342,138.91344001450867
J10411309-0248104,10.967,0.949,4.54,10.241,0.936,9.964,0.907,g1041131-024811,1,p,10.68697,-2.80292,6632,0.445,0.432,0.403,3.076,3.246,3.363,2.289,0.0,,,,,4.4791,0.0728,1,1,1,94.05758048503758,-24.902969014325873,-24.450276203812443,-0.4526928105134296,34.41427620381244,76.35812239084659
J10411707-1751450,12.632,0.541,6.0,12.076,0.445,11.742,0.474,g1041171-175145,1,p,10.68807,-17.86244,6387,0.021,-0.075,-0.046,3.222,3.49,3.517,2.188,0.0,,,,,6.6298,0.0323,1,1,1,90.58289604311445,-23.043231007404714,-24.118881625695305,1.0756506182905916,35.860881625695306,148.65390600483252
J10412111-1714270,12.661,0.655,4.75,11.972,0.653,11.659,0.618,g1041211-171427,1,p,10.6892,-17.24083,12533,0.417,0.415,0.38,3.019,3.15,3.268,2.199,2.0,,,,,6.1781,0.0369,1,1,1,177.7478371862147,-24.590021624961004,-24.15497410450014,-0.4350475204608628,35.81397410450014,145.47716224974818
J10413699-1059211,12.96,0.725,2.72,12.291,0.696,12.015,0.632,g1041370-105921,1,,10.69361,-10.98914,16406,0.597,0.568,0.504,2.783,2.958,3.101,2.155,2.0,,,,,2.1621,0.4256,0,0,0,232.67621613955467,-24.818759962689548,-24.010604189280794,-0.8081557734087532,36.0256041892808,160.36915388649018
J10414089-1713262,13.299,0.343,3.25,12.537,0.371,12.312,0.285,g1041409-171326,1,p,10.69469,-17.22394,9236,-0.022,0.006,-0.08,3.366,3.468,3.669,2.126,1.0,,,,,6.8211,0.0364,1,1,1,130.98851226776344,-23.27416604784048,-23.915451290613497,0.6412852427730158,36.227451290613494,175.99091859532396
J10420387-1831143,13.79,0.319,5.15,12.854,0.474,12.384,0.549,g1042039-183114,1,,10.70107,-18.52058,15380,0.165,0.32,0.395,3.259,3.172,3.12,2.232,3.0,,,,,7.9757,0.0301,0,0,1,218.12508863990922,-24.309528103941847,-24.263251540914652,-0.046276563027195294,36.64725154091465,213.52577566517593
J10422146-1124474,13.305,0.39,4.1,12.58,0.381,12.222,0.412,g1042215-112447,2,p,10.70597,-11.41317,16226,0.258,0.249,0.28,3.315,3.472,3.459,2.394,2.0,,,,,2.805,0.256,0,0,0,230.12338675365194,-24.587803784823958,-24.79479531967679,0.20699153485283261,37.01679531967679,253.13900221657758
J10422520-4453089,11.278,0.762,5.1,10.475,0.752,10.17,0.733,g1042252-445309,1,p,10.707,-44.88586,6166,0.243,0.233,0.214,3.359,3.54,3.644,2.209,2.5,298.0,1.0,1.0,6401.0,2.147,0.437,1,1,1,87.448588852645,-24.538764028567236,-24.187785448868176,-0.3509785796990599,34.35778544886818,74.39728547334356
J10422626-1748460,12.638,0.718,1.81,11.999,0.643,11.597,0.683,g1042263-174846,1,p,10.70729,-17.81286,15591,0.569,0.494,0.534,2.924,3.178,3.167,2.261,2.0,,,,,7.3435,0.0261,1,1,1,221.11757197560627,-25.126116284327395,-24.358404439581946,-0.767711844745449,35.95540443958195,155.2676171000538
J10423775-4547564,12.977,0.456,6.0,12.196,0.505,12.024,0.391,g1042378-454756,1,p,10.71049,-45.799,6613,-0.05,-0.001,-0.115,3.299,3.352,3.589,2.382,2.0,,,,,,,1,1,1,93.78811516097007,-22.836739040134695,-24.75542170643515,1.9186826663004553,36.77942170643515,226.92604355171372
J10424888-1750001,13.376,0.508,5.07,12.619,0.451,12.372,0.355,g1042489-175000,1,p,10.71358,-17.83333,15291,0.351,0.294,0.198,3.046,3.312,3.513,2.284,2.0,,,,,6.9597,0.0304,1,1,1,216.8628563324351,-24.308925868156642,-24.433870531628422,0.1249446634717799,36.80587053162842,229.70693463144917
J10425171-4551025,12.597,0.488,5.16,11.795,0.542,11.532,0.491,g1042517-455102,1,,10.71436,-45.85064,6732,-0.01,0.044,-0.007,3.388,3.438,3.586,2.227,2.0,,,,,,,1,1,1,95.47581903276131,-23.36746696313372,-24.246845868730635,0.8793789055969157,35.778845868730635,143.14268978239141
J10425918-1054559,13.712,0.407,4.01,13.069,0.346,13.04,0.175,g1042592-105456,1,p,10.71644,-10.91564,16286,0.276,0.215,0.044,3.117,3.345,3.605,2.148,0.0,,,,,,,0,0,0,230.97432988228618,-23.77781857889888,-23.987636248223172,0.20981766932429124,37.027636248223175,254.40594141773227
J10430785-1247171,13.218,0.364,4.14,12.373,0.467,12.058,0.486,g1043078-124717,1,,10.71884,-12.78803,12838,0.136,0.239,0.258,3.384,3.365,3.374,2.331,0.0,,,,,11.0935,0.0129,1,1,1,182.07346475677207,-24.243233283356084,-24.58808385015818,0.3448505668020978,36.64608385015818,213.4109848682319
J10430984-1220051,13.519,0.688,1.75,12.871,0.593,12.734,0.561,g1043098-122005,1,p,10.7194,-12.33481,16345,0.558,0.463,0.431,2.637,2.934,2.957,2.199,3.0,,,,,3.0368,0.2655,0,0,0,231.81109062544317,-24.091671051196727,-24.15497410450014,0.06330305330341446,36.88897410450014,238.66834462102733
J10431632-1221051,12.599,0.641,6.0,12.072,0.499,11.695,0.511,g1043163-122105,1,,10.72119,-12.35136,16106,0.506,0.364,0.376,3.097,3.44,3.473,2.478,1.5,,,,,4.1185,0.0902,1,1,1,228.4215004963835,-25.098684900396826,-25.07041061236827,-0.02827428802855536,36.76541061236827,225.46655155295542
J10434009-4413251,11.253,0.787,5.18,10.517,0.764,10.197,0.756,g1043401-441325,1,p,10.7278,-44.22358,6529,0.276,0.253,0.245,3.335,3.511,3.594,2.251,0.0,,,,,2.2898,0.3097,1,1,1,92.59679478088214,-24.635979769637103,-24.325593095213915,-0.3103866744231887,34.522593095213914,80.26359706884519
J10434871-0231399,12.873,0.707,6.0,12.182,0.681,11.85,0.682,g1043487-023140,1,p,10.7302,-2.52783,11369,0.428,0.402,0.403,2.828,3.006,3.064,2.112,4.0,,,,,2.2889,0.2787,1,1,1,161.23954049071054,-24.187357759032672,-23.869515408498252,-0.3178423505344199,35.71951540849825,139.28459370922192
J10440045-0851477,12.034,0.708,4.47,11.289,0.726,11.122,0.633,g1044005-085148,1,p,10.73346,-8.86322,9032,0.333,0.351,0.258,3.14,3.256,3.448,2.362,0.0,514.0,2.0,2.0,9029.0,3.6641,0.114,1,1,1,128.095305630407,-24.415666071199347,-24.689799017699084,0.2741329464997371,35.81179901769909,145.33151589895547
J10440390-4720077,13.567,0.449,4.08,12.739,0.489,12.592,0.416,g1044039-472008,1,p,10.73442,-47.3355,16650,0.327,0.367,0.294,3.131,3.217,3.318,2.326,2.0,,,,,,,0,0,0,236.13671819600054,-24.27381761582648,-24.571678177974164,0.2978605621476831,37.16367817797416,270.854238188909
J10440471-0930294,13.61,0.41,4.37,12.964,0.364,12.749,0.3,g1044047-093029,1,,10.73464,-9.50814,15957,0.271,0.225,0.161,3.148,3.349,3.47,2.35,1.0,,,,,3.1538,0.2712,1,0,0,226.3083250602751,-24.024502651816,-24.650425404457444,0.6259227526414435,37.399425404457446,301.91527135960047
J10441619-1114334,11.812,0.883,4.98,11.082,0.886,10.855,0.834,g1044162-111433,1,p,10.73783,-11.24256,8851,0.5,0.503,0.451,2.876,3.017,3.152,2.256,4.0,,,,,3.9173,0.108,1,1,1,125.52829385902707,-24.638708130356648,-24.341998767397932,-0.2967093629587154,35.19699876739793,109.49637799276425
J10441692-4036204,13.266,0.437,5.45,12.604,0.425,12.286,0.402,g1044169-403621,1,,10.73804,-40.60578,14037,0.245,0.233,0.21,3.24,3.373,3.458,2.35,0.0,,,,,5.7693,0.0488,1,1,1,199.07814494397957,-24.209117926174002,-24.650425404457444,0.4413074782834414,36.936425404457445,243.9411578817009
J10442592-2522369,11.175,0.766,4.92,10.488,0.745,10.26,0.73,g1044259-252237,1,p,10.74053,-25.377,4787,0.122,0.101,0.086,3.348,3.519,3.597,2.306,0.0,143.0,1.0,1.0,4774.0,2.3469,0.2676,1,1,1,67.89107927953481,-23.89906356402453,-24.506055489238097,0.6069919252135669,34.7660554892381,89.78651144269159
J10442687-0854004,11.511,0.837,6.0,10.845,0.795,10.48,0.85,g1044269-085401,1,p,10.7408,-8.90017,8582,0.462,0.42,0.475,3.092,3.296,3.271,2.438,0.0,514.0,2.0,2.0,9029.0,3.5317,0.115,1,1,1,121.71323216565025,-24.94668897759805,-24.939165234896137,-0.00752374270191325,35.41916523489614,121.29224848781935
J10443071-1418521,11.437,0.967,5.14,10.734,0.962,10.474,0.948,g1044307-141852,1,p,10.74186,-14.31456,8820,0.583,0.578,0.564,2.868,3.01,3.081,2.359,0.5,,,,,5.3399,0.0503,1,1,1,125.08863990923273,-25.012089352273886,-24.679955614388675,-0.3321337378852114,35.15395561438868,107.34729934394
J10444213-0753078,13.194,0.602,3.61,12.431,0.594,12.128,0.526,g1044421-075308,1,,10.74504,-7.8855,16257,0.47,0.462,0.394,2.935,3.105,3.268,2.228,3.0,,,,,4.1331,0.0913,0,0,0,230.5630407034463,-24.685948455275053,-24.25012700316744,-0.43582145210761425,36.378127003167435,188.63635700972716
J10444974-1607282,13.463,0.268,6.0,12.778,0.251,12.586,0.196,g1044498-160728,1,p,10.74716,-16.1245,7949,-0.145,-0.162,-0.217,3.447,3.608,3.737,2.223,0.0,457.0,0.0,4.0,8239.0,7.2526,0.0333,1,1,0,112.73578215855906,-22.67430891153342,-24.23372133098342,1.5594124194500019,36.81972133098342,231.17680977202156
J10445096-4654009,12.221,0.792,5.02,11.451,0.738,11.047,0.795,g1044510-465401,1,p,10.74749,-46.90022,14253,0.607,0.553,0.61,2.976,3.226,3.179,2.342,0.5,,,,,,,1,1,1,202.1415402070628,-25.481277852309127,-24.624176328963017,-0.8571015233461097,35.671176328963014,136.21824034089317
J10445515-4645089,13.047,0.436,4.28,12.108,0.469,11.757,0.442,g1044552-464509,1,,10.74866,-46.75258,14074,0.245,0.278,0.251,3.352,3.497,3.599,2.213,0.0,,,,,,,1,1,1,199.60289320663733,-24.74383416007167,-24.20090998661539,-0.5429241734562815,35.95790998661539,155.4468755805204
J10445969-4626149,11.96,0.765,4.56,11.276,0.71,10.879,0.759,g1044597-462615,1,p,10.74991,-46.43742,12156,0.514,0.459,0.508,3.12,3.34,3.316,2.238,0.5,,,,,,,1,1,1,172.40107786129624,-25.303699883654318,-24.28293834753547,-1.0207615361188473,35.16193834753547,107.74265407178943
J10451249-0757453,13.355,0.453,3.49,12.605,0.475,12.237,0.585,g1045125-075745,1,,10.75347,-7.96256,9722,0.109,0.131,0.241,3.125,3.235,3.099,2.228,2.0,,,,,4.0325,0.096,1,1,1,137.88115160970074,-23.4605245103074,-24.25012700316744,0.7896024928600376,36.48712700316744,198.34689243605692
J10452591-1619172,13.19,0.492,2.44,12.596,0.382,12.16,0.445,g1045259-161917,1,p,10.7572,-16.32147,8278,0.079,-0.031,0.032,3.107,3.418,3.409,2.074,1.0,457.0,0.0,4.0,8239.0,7.281,0.03,1,1,1,117.40178698057012,-23.188373536938492,-23.744832299899727,0.5564587629612348,35.904832299899724,151.69332120794098
J10453222-4430246,13.621,0.408,4.94,12.927,0.398,12.604,0.381,g1045322-443024,1,p,10.75895,-44.50678,16571,0.281,0.271,0.254,3.202,3.331,3.389,2.138,1.0,1491.0,4.0,1.0,16458.0,3.8333,0.1274,0,0,0,235.01630974329882,-24.251490013182682,-23.95482490385514,-0.29666510932754164,36.55882490385514,205.00524890577515
J10454123-4641396,12.819,0.645,4.78,12.158,0.588,12.048,0.455,g1045412-464140,1,p,10.76145,-46.69431,16652,0.523,0.466,0.333,3.038,3.252,3.458,2.396,1.0,,,,,,,0,0,0,236.16508296695503,-24.818078437688484,-24.801357588550395,-0.016720849138089022,36.8493575885504,234.35353979482628
J10454300-1615392,12.689,0.433,6.0,11.981,0.412,11.69,0.439,g1045430-161540,1,p,10.76194,-16.26097,8248,0.02,-0.001,0.026,3.426,3.604,3.609,2.134,1.0,457.0,0.0,4.0,8239.0,7.2321,0.0298,1,1,1,116.976315416253,-23.650489687992085,-23.941700366107924,0.29121067811583856,35.63170036610792,133.76425442477412
J10455576-1943066,13.074,0.419,3.52,12.377,0.432,12.042,0.417,g1045558-194307,1,p,10.76549,-19.71853,11902,0.159,0.172,0.157,3.321,3.426,3.516,2.252,0.0,,,,,7.4494,0.0284,1,1,1,168.79875195007799,-24.09484615625867,-24.328874229650715,0.23402807339204657,36.37087422965072,188.0073577628926
J10460498-4519383,10.701,1.196,3.24,9.946,1.191,9.62,1.195,g1046050-451938,1,p,10.76805,-45.32733,5776,0.656,0.651,0.655,2.727,2.877,2.942,2.217,4.0,270.0,4.0,1.0,6098.0,1.3008,1.5942,1,1,1,81.91745851652247,-24.9468823494227,-24.214034524362603,-0.732847825060098,33.8340345243626,58.45301337626195
J10461267-1044073,13.787,0.391,3.87,13.056,0.392,12.575,0.415,g1046127-104407,1,p,10.77019,-10.73528,16737,0.271,0.272,0.295,3.123,3.262,3.312,2.057,1.0,,,,,2.8544,0.2271,0,0,0,237.3705857325202,-24.302134507264945,-23.68905301447407,-0.6130814927908759,36.26405301447407,178.98251357873093
J10461295-4429253,13.062,0.581,6.0,12.437,0.506,12.324,0.388,g1046130-442925,1,p,10.77027,-44.49039,12404,0.338,0.263,0.145,3.056,3.289,3.483,2.16,1.0,,,,,5.8076,0.0542,1,1,1,175.9183094596511,-23.902555214441232,-24.027009861464812,0.12445464702357967,36.35100986146481,186.295331730717
J10462174-0217136,11.729,0.751,4.0,10.958,0.757,10.695,0.744,g1046217-021714,1,p,10.77271,-2.28708,11160,0.464,0.47,0.457,3.192,3.34,3.401,2.355,0.0,861.0,3.0,1.0,11152.0,1.8385,0.413,1,1,1,158.27542192596795,-25.302067399622587,-24.666831076641458,-0.6352363229811289,35.36183107664146,118.1316351288549
J10464079-4709039,13.747,0.326,5.63,12.958,0.385,12.825,0.28,g1046408-470904,1,,10.77801,-47.15111,14102,0.136,0.195,0.09,3.287,3.322,3.494,2.249,0.0,,,,,,,0,0,0,199.99999999999997,-23.680149978319907,-24.31903082634031,0.6388808480204027,37.14403082634031,268.4146187559887
J10465059-1558393,12.807,0.31,4.91,12.048,0.391,11.731,0.38,g1046506-155840,1,p,10.78072,-15.97767,8339,-0.103,-0.022,-0.033,3.627,3.621,3.712,2.175,2.0,457.0,0.0,4.0,8239.0,7.0913,0.031,1,1,1,118.26691249468159,-23.63331629579819,-24.07622687801686,0.44291058221867274,35.80722687801686,145.0258353222029
J10465780-0953345,12.686,0.595,2.21,11.883,0.592,11.472,0.585,g1046578-095334,1,,10.78272,-9.89283,16257,0.463,0.46,0.453,3.151,3.328,3.412,2.306,2.0,1451.0,8.0,7.0,16228.0,1.0431,1.4484,0,0,0,230.5630407034463,-25.341948455275052,-24.506055489238097,-0.8358929660369547,35.978055489238095,156.89572048177155
J10470060-0658335,13.685,0.301,3.41,13.002,0.277,12.571,0.335,g1047006-065834,1,p,10.7835,-6.976,16138,0.166,0.142,0.2,3.338,3.509,3.472,2.248,1.5,,,,,3.7387,0.134,0,0,0,228.87533683165506,-24.22699498226742,-24.315749691903505,0.08875470963608478,36.8867496919035,238.42398275731517
J10471799-1003312,13.104,0.545,6.0,12.586,0.429,12.219,0.467,g1047180-100331,1,p,10.78833,-10.05872,8912,0.165,0.049,0.087,3.037,3.33,3.341,2.229,0.0,,,,,3.484,0.138,1,1,1,126.39341937313856,-23.289622315763054,-24.25340813760424,0.963785821841185,36.47240813760424,197.00698632310284
J10473277-4731243,13.018,0.479,2.77,12.339,0.449,11.914,0.466,g1047328-473124,1,p,10.79243,-47.52342,12392,0.236,0.206,0.223,3.261,3.432,3.484,2.144,2.0,,,,,,,1,1,1,175.74812083392425,-24.310453450370538,-23.97451171047596,-0.3359417398945794,35.88851171047596,150.5574817619587
J10474179-0126096,13.873,0.06,4.95,13.023,0.182,12.736,0.116,g1047418-012609,1,p,10.79495,-1.43594,16226,-0.072,0.05,-0.016,3.748,3.693,3.846,2.196,2.0,,,,,7.0693,0.0514,0,0,0,230.12338675365194,-24.07380378482396,-24.145130701189732,0.07132691636577349,36.88113070118973,237.8078246614047
J10474467-0022386,12.617,0.758,6.0,12.03,0.621,11.609,0.73,g1047447-002238,1,p,10.79574,-0.37733,11938,0.5,0.363,0.472,2.825,3.186,3.063,2.089,3.0,,,,,2.4252,0.2627,1,1,1,169.30931782725852,-24.534404299393067,-23.794049316451776,-0.740354982941291,35.40304931645178,120.39539149815451
J10474984-2952391,13.158,0.456,6.0,12.436,0.456,12.182,0.435,g1047499-295239,1,p,10.79719,-29.87758,12122,0.204,0.204,0.183,3.219,3.358,3.426,2.083,0.0,,,,,11.6709,0.0142,1,1,1,171.9188767550702,-23.994617824984743,-23.774362509830958,-0.2202553151537856,35.95636250983096,155.33613747598832
J10475860-0955366,13.091,0.495,5.21,12.492,0.428,11.938,0.59,g1047586-095536,1,p,10.79961,-9.92678,16138,0.363,0.296,0.458,3.189,3.412,3.216,2.374,2.0,1451.0,8.0,7.0,16228.0,0.5174,6.13,0,0,0,228.87533683165506,-24.859994982267423,-24.729172630940724,-0.1308223513266995,36.667172630940726,215.49367429175896
J10475977-1008068,13.453,0.459,2.81,12.849,0.431,12.715,0.304,g1047598-100807,1,,10.79993,-10.13519,16677,0.338,0.31,0.183,3.119,3.266,3.478,2.307,0.0,,,,,0.8139,3.4816,0,0,0,236.51964260388596,-24.1543360704059,-24.5093366236749,0.3550005532690008,37.2243366236749,278.5270149511734
J10480421-1717374,12.562,0.508,3.38,11.855,0.513,11.736,0.399,g1048042-171738,1,p,10.80117,-17.29381,6389,-0.008,-0.003,-0.117,3.312,3.44,3.668,2.135,1.5,325.0,1.0,1.0,6452.0,7.998,0.0222,1,1,1,90.61126081406891,-23.049910867275486,-23.944981500544728,0.895070633269242,35.68098150054473,136.83471756214206
J10480441-1228294,12.051,0.598,6.0,11.447,0.521,11.183,0.51,g1048044-122830,1,p,10.80123,-12.47486,5074,-0.02,-0.097,-0.108,3.329,3.58,3.666,2.166,0.0,,,,,3.3977,0.1231,1,1,1,71.96142391150191,-23.102498741043348,-24.04669666808563,0.944197927042282,35.22969666808563,111.15764408688267
J10480434-3132000,9.593,1.216,1.84,8.788,1.194,8.484,1.169,g1048044-313200,1,p,10.80121,-31.53336,3334,0.419,0.397,0.372,3.074,3.294,3.429,2.146,4.0,,,,,,,0,0,0,47.28407318110906,-24.88957440407472,-23.981073979349567,-0.9085004247251547,32.46507397934957,31.118223511962995
J10480474-0155383,12.234,0.655,3.48,11.48,0.652,11.088,0.703,g1048048-015539,1,p,10.80132,-1.92736,11580,0.384,0.381,0.432,3.186,3.345,3.326,2.247,2.5,,,,,2.3854,0.2716,1,1,1,164.23202382640758,-24.989289223571873,-24.3124685574667,-0.6768206661051721,35.4004685574667,120.25238856502673
J10480678-1821410,12.715,0.554,3.56,11.833,0.649,11.645,0.579,g1048068-182141,1,p,10.80189,-18.36133,11964,0.297,0.392,0.322,3.194,3.209,3.35,2.115,0.0,,,,,8.4457,0.0266,1,1,1,169.6780598496667,-24.50312844841119,-23.879358811808665,-0.6237696366025247,35.52435881180867,127.31270989917249
J10480986-1005358,13.463,0.459,4.53,12.82,0.416,12.342,0.507,g1048099-100536,1,p,10.80274,-10.09328,15928,0.327,0.284,0.375,3.112,3.305,3.22,2.233,0.0,1451.0,8.0,7.0,16228.0,0.61,4.5503,0,0,0,225.89703588143524,-24.42755266171155,-24.266532675351456,-0.1610199863600954,36.608532675351455,209.75220503203997
J10481223-0956308,12.158,0.776,5.05,11.351,0.813,11.058,0.815,g1048122-095631,1,p,10.8034,-9.94186,16407,0.644,0.681,0.683,2.999,3.098,3.118,2.446,0.5,1451.0,8.0,7.0,16228.0,0.4473,7.9551,0,0,0,232.6903985250319,-25.775892317086296,-24.965414310390564,-0.8104780066957318,36.023414310390564,160.20750688615234
J10481276-0736438,12.614,0.906,5.8,12.036,0.862,11.813,0.799,g1048128-073644,1,,10.80354,-7.61217,16228,0.774,0.73,0.667,2.557,2.726,2.847,2.328,3.0,,,,,3.4785,0.1356,0,0,0,230.15175152460642,-24.997071421776234,-24.57824044684777,-0.4188309749284649,36.39124044684777,189.77897180869465
J10482143-1447505,12.643,0.495,4.28,11.806,0.538,11.481,0.55,g1048214-144751,1,p,10.80595,-14.79744,8310,0.086,0.129,0.141,3.328,3.428,3.474,2.206,3.0,458.0,1.0,1.0,8313.0,5.6835,0.0498,1,1,1,117.85562331584171,-23.875751545535344,-24.177942045557764,0.30219050002241943,35.658942045557765,135.4529316717917
J10482177-0956468,11.946,0.868,5.97,11.227,0.876,10.98,0.791,g1048218-095647,1,p,10.80604,-9.94639,16228,0.736,0.744,0.659,2.9,3.022,3.197,2.424,1.0,1451.0,8.0,7.0,16228.0,0.4511,7.7441,0,0,0,230.15175152460642,-25.830071421776232,-24.89322935278089,-0.9368420689953432,35.87322935278089,149.50161031099196
J10482373-4437577,12.15,0.965,4.93,11.501,0.889,11.227,0.842,g1048238-443758,1,,10.8066,-44.63267,13813,0.767,0.691,0.644,2.665,2.908,3.017,2.322,4.0,,,,,5.5497,0.0556,1,1,1,195.9012905970784,-25.23318648567412,-24.55855364022695,-0.6746328454471708,35.78555364022695,143.58554734723998
J10483275-0957325,13.592,0.581,6.0,12.943,0.535,12.426,0.696,g1048328-095733,1,p,10.8091,-9.95903,15688,0.449,0.403,0.564,2.816,3.017,2.808,2.098,4.0,1451.0,8.0,7.0,16228.0,0.4621,8.0998,0,0,0,222.4932633668983,-24.310584329913425,-23.823579526383007,-0.487004803530418,36.24957952638301,177.79351057850351
J10484213-4715266,13.503,0.294,5.48,12.825,0.222,12.575,0.088,g1048421-471527,1,,10.81171,-47.25739,12034,0.039,-0.033,-0.167,3.435,3.689,3.976,2.293,2.0,,,,,,,1,1,0,170.6708268330733,-23.585796462392974,-24.463400741559653,0.8776042791666789,37.038400741559656,255.67022186462725
J10484331-4717196,12.364,0.658,6.0,11.432,0.761,11.365,0.6,g1048433-471720,1,p,10.81203,-47.28878,12243,0.41,0.513,0.352,3.164,3.169,3.436,2.389,1.0,,,,,,,1,1,1,173.6349453978159,-24.833185674079452,-24.778389647492773,-0.05479602658667915,36.143389647492775,169.3081754250511
J10485908-0956331,13.746,0.25,2.34,12.989,0.263,12.686,0.215,g1048591-095633,1,p,10.81641,-9.94258,15718,0.105,0.118,0.07,3.414,3.54,3.666,2.232,0.0,,,,,0.5441,7.5732,0,0,0,222.91873493121543,-24.054732848801503,-24.263251540914652,0.20851869211314877,36.94925154091465,245.3862976962377
J10490665-1538092,12.684,0.348,6.0,12.01,0.313,11.665,0.342,g1049067-153810,1,p,10.81851,-15.63597,8100,-0.072,-0.107,-0.078,3.6,3.792,3.815,2.193,2.5,,,,,6.1438,0.0435,1,1,1,114.8773223656219,-23.636171521008038,-24.135287297879323,0.4991157768712853,35.80028729787932,144.56310231199384
